game_no,r1p1,r1p2,r2p1,r2p2,r3p1,r3p2,p1_pudding,p2_pudding,p1_total,p2_total,winner
334,16,16,25,14,12,6,3,3,56,39,1
335,14,21,10,11,10,20,6,0,40,52,2
336,20,28,11,19,15,11,0,6,46,64,2
337,7,21,11,9,14,23,0,6,32,59,2
338,9,15,19,24,23,19,0,6,51,64,2
339,11,20,23,13,12,22,6,0,52,55,2
340,26,17,19,12,17,10,0,6,62,45,1
341,10,17,21,16,12,12,6,0,49,45,1
342,12,15,11,13,17,14,6,0,46,42,1
343,18,26,10,20,14,15,0,6,42,67,2
344,19,14,12,9,16,16,3,3,50,42,1
345,16,7,20,27,19,18,3,3,58,55,1
346,25,12,10,21,20,11,0,6,55,50,1
347,11,15,23,13,16,17,0,6,50,51,2
348,17,17,10,12,21,13,3,3,51,45,1
349,16,23,16,12,15,11,3,3,50,49,1
350,16,15,9,12,14,12,3,3,42,42,0
351,11,14,28,23,18,22,3,3,60,62,2
352,13,13,18,19,9,18,6,0,46,50,2
353,22,15,20,16,24,10,6,0,72,41,1
354,28,21,18,7,18,7,0,6,64,41,1
355,15,17,20,19,17,6,0,6,52,48,1
356,15,20,15,10,24,14,0,6,54,50,1
357,17,20,14,13,18,14,3,3,52,50,1
358,19,16,12,18,14,17,3,3,48,54,2
359,22,15,21,11,18,14,0,6,61,46,1
360,9,16,16,15,17,19,0,6,42,56,2
361,14,11,15,17,22,11,0,6,51,45,1
362,14,10,24,16,16,20,0,6,54,52,1
363,16,12,28,19,9,17,3,3,56,51,1
364,11,15,23,14,13,16,3,3,50,48,1
365,17,21,14,18,24,18,6,0,61,57,1
366,12,29,9,12,12,23,0,6,33,70,2
367,19,17,14,11,17,27,0,6,50,61,2
368,15,21,17,21,8,19,3,3,43,64,2
369,19,10,26,14,18,16,3,3,66,43,1
370,18,17,7,19,22,12,6,0,53,48,1
371,18,13,17,10,24,12,6,0,65,35,1
372,18,27,17,19,8,24,6,0,49,70,2
373,16,20,24,20,21,12,3,3,64,55,1
374,12,20,11,17,9,20,6,0,38,57,2
375,10,13,22,23,15,28,3,3,50,67,2
376,16,7,7,10,22,21,3,3,48,41,1
377,14,15,19,26,7,16,6,0,46,57,2
378,19,29,7,26,14,7,0,6,40,68,2
379,14,15,11,13,22,18,0,6,47,52,2
380,17,26,10,22,14,18,6,0,47,66,2
381,12,17,18,15,11,20,0,6,41,58,2
382,7,12,17,16,21,15,0,6,45,49,2
383,18,32,14,13,8,24,6,0,46,69,2
384,23,19,21,18,11,24,6,0,61,61,0
385,16,16,25,11,10,24,6,0,57,51,1
386,18,28,19,17,4,11,6,0,47,56,2
387,23,7,16,18,14,12,3,3,56,40,1
388,15,10,13,25,26,18,0,6,54,59,2
389,17,14,19,19,13,15,6,0,55,48,1
390,12,14,15,19,22,25,0,6,49,64,2
391,14,11,18,20,22,30,3,3,57,64,2
392,20,12,18,7,17,13,6,0,61,32,1
393,20,9,13,12,16,20,3,3,52,44,1
394,21,9,23,24,17,13,0,6,61,52,1
395,16,16,12,16,17,22,3,3,48,57,2
396,16,15,12,14,11,16,6,0,45,45,0
397,20,21,12,17,11,18,3,3,46,59,2
398,19,13,9,27,14,23,6,0,48,63,2
399,16,11,18,20,10,14,6,0,50,45,1
400,21,13,17,11,24,21,6,0,68,45,1
401,26,22,28,25,8,11,6,0,68,58,1
402,15,27,11,14,16,20,6,0,48,61,2
403,14,27,21,11,8,21,6,0,49,59,2
404,13,18,28,18,19,10,0,6,60,52,1
405,6,15,21,25,15,21,6,0,48,61,2
406,23,16,26,16,10,10,6,0,65,42,1
407,14,20,14,29,14,11,6,0,48,60,2
408,14,9,32,11,13,25,3,3,62,48,1
409,15,21,17,8,19,10,3,3,54,42,1
410,24,19,12,28,11,15,6,0,53,62,2
411,27,10,12,20,16,16,6,0,61,46,1
412,20,12,9,21,20,11,0,6,49,50,2
413,24,10,15,11,9,24,6,0,54,45,1
414,23,19,13,15,13,20,0,6,49,60,2
415,16,8,8,14,13,18,0,6,37,46,2
416,18,25,7,17,18,15,0,6,43,63,2
417,21,22,20,16,9,21,6,0,56,59,2
418,14,12,18,11,16,14,3,3,51,40,1
419,16,17,21,22,15,15,3,3,55,57,2
420,21,19,21,20,12,17,3,3,57,59,2
421,9,17,12,26,10,6,0,6,31,55,2
422,15,19,11,13,15,29,3,3,44,64,2
423,24,17,12,11,17,12,0,6,53,46,1
424,23,24,9,9,24,13,0,6,56,52,1
425,6,20,15,15,20,27,0,6,41,68,2
426,15,10,18,10,13,13,6,0,52,33,1
427,24,14,23,24,9,19,0,6,56,63,2
428,14,9,14,21,13,18,0,6,41,54,2
429,12,25,23,24,14,14,6,0,55,63,2
430,12,7,19,13,8,11,6,0,45,31,1
431,27,7,18,19,21,21,6,0,72,47,1
432,14,11,19,15,18,24,6,0,57,50,1
433,15,27,15,17,9,17,0,6,39,67,2
434,13,10,21,26,10,20,6,0,50,56,2
435,23,13,19,9,21,20,0,6,63,48,1
436,14,27,23,19,21,23,3,3,61,72,2
437,19,19,12,16,10,13,3,3,44,51,2
438,11,17,9,19,15,23,6,0,41,59,2
439,11,19,18,25,15,12,6,0,50,56,2
440,20,16,14,18,23,17,3,3,60,54,1
441,29,9,13,15,18,9,0,6,60,39,1
442,18,9,23,19,16,18,3,3,60,49,1
443,8,13,16,15,23,28,6,0,53,56,2
444,14,9,10,25,15,19,6,0,45,53,2
445,26,15,15,10,17,22,3,3,61,50,1
446,21,13,20,21,12,12,0,6,53,52,1
447,19,23,15,14,15,7,0,6,49,50,2
448,17,15,9,22,21,20,6,0,53,57,2
449,17,11,19,17,10,15,3,3,49,46,1
450,21,21,6,17,12,17,0,6,39,61,2
451,14,21,20,26,9,18,6,0,49,65,2
452,16,20,23,13,19,15,6,0,64,48,1
453,20,12,19,28,18,13,0,6,57,59,2
454,14,17,18,17,13,19,6,0,51,53,2
455,20,17,20,14,12,20,6,0,58,51,1
456,15,15,14,16,18,23,0,6,47,60,2
457,17,20,11,28,13,27,6,0,47,75,2
458,12,22,20,14,20,16,6,0,58,52,1
459,10,12,21,19,7,28,6,0,44,59,2
460,25,19,11,16,18,16,6,0,60,51,1
461,17,21,21,12,15,32,0,6,53,71,2
462,25,18,13,28,21,9,0,6,59,61,2
463,14,11,13,13,14,25,3,3,44,52,2
464,21,11,13,12,6,12,6,0,46,35,1
465,14,24,11,6,20,7,3,3,48,40,1
466,10,14,14,24,18,19,3,3,45,60,2
467,16,15,11,23,16,15,0,6,43,59,2
468,9,23,19,25,18,14,0,6,46,68,2
469,15,13,19,19,17,14,3,3,54,49,1
470,13,12,11,12,23,27,0,6,47,57,2
471,3,20,18,20,9,16,6,0,36,56,2
472,11,20,26,14,4,6,6,0,47,40,1
473,15,15,23,14,14,15,6,0,58,44,1
474,17,17,16,22,13,16,0,6,46,61,2
475,20,16,19,12,10,12,0,6,49,46,1
476,13,14,28,20,19,16,3,3,63,53,1
477,30,12,17,20,12,18,0,6,59,56,1
478,18,21,19,16,9,4,3,3,49,44,1
479,11,19,21,23,17,16,6,0,55,58,2
480,26,13,20,20,20,22,0,6,66,61,1
481,17,19,16,17,6,18,6,0,45,54,2
482,19,21,19,11,9,15,6,0,53,47,1
483,18,13,24,20,19,22,3,3,64,58,1
484,6,6,14,28,14,24,6,0,40,58,2
485,11,15,13,10,18,16,0,6,42,47,2
486,26,10,16,12,9,15,0,6,51,43,1
487,6,21,22,13,11,14,0,6,39,54,2
488,17,18,15,8,15,12,0,6,47,44,1
489,22,19,16,18,21,11,3,3,62,51,1
490,13,25,13,20,12,16,3,3,41,64,2
491,21,9,10,10,25,14,0,6,56,39,1
492,14,12,13,11,16,14,6,0,49,37,1
493,15,26,36,17,15,19,6,0,72,62,1
494,13,14,24,15,24,15,0,6,61,50,1
495,19,19,12,17,30,17,3,3,64,56,1
496,12,22,13,17,25,8,0,6,50,53,2
497,11,7,25,18,15,10,0,6,51,41,1
498,18,16,16,12,17,12,6,0,57,40,1
499,20,27,17,9,14,12,6,0,57,48,1
500,14,12,12,9,17,16,0,6,43,43,0
501,15,17,14,25,14,15,3,3,46,60,2
502,19,18,9,14,24,29,0,6,52,67,2
503,18,12,15,14,25,28,6,0,64,54,1
504,18,31,21,27,14,20,0,6,53,84,2
505,25,10,14,11,22,15,0,6,61,42,1
506,14,15,19,25,12,23,0,6,45,69,2
507,23,21,12,23,18,11,6,0,59,55,1
508,18,22,7,19,9,13,6,0,40,54,2
509,16,13,19,14,8,12,3,3,46,42,1
510,16,12,10,26,7,21,6,0,39,59,2
511,9,18,21,19,18,9,0,6,48,52,2
512,10,7,18,14,14,26,6,0,48,47,1
513,16,13,26,19,15,12,0,6,57,50,1
514,10,13,18,11,19,13,0,6,47,43,1
515,24,7,11,17,15,21,3,3,53,48,1
516,21,15,16,8,20,17,3,3,60,43,1
517,16,21,14,17,17,6,6,0,53,44,1
518,18,19,16,21,14,18,0,6,48,64,2
519,21,14,16,13,18,12,0,6,55,45,1
520,18,11,17,21,18,9,6,0,59,41,1
521,6,10,23,14,12,21,6,0,47,45,1
522,19,20,18,13,19,16,3,3,59,52,1
523,22,22,18,17,12,15,6,0,58,54,1
524,17,8,20,18,14,17,3,3,54,46,1
525,13,17,20,23,18,11,3,3,54,54,0
526,16,23,7,14,21,12,3,3,47,52,2
527,24,32,21,12,16,14,3,3,64,61,1
528,22,15,14,12,9,12,6,0,51,39,1
529,14,15,16,16,9,14,3,3,42,48,2
530,11,27,12,13,13,22,6,0,42,62,2
531,17,20,14,15,10,17,0,6,41,58,2
532,11,16,24,20,17,16,0,6,52,58,2
533,24,18,9,15,19,17,0,6,52,56,2
534,26,14,18,13,15,20,0,6,59,53,1
535,16,18,19,24,21,14,6,0,62,56,1
536,19,10,15,9,22,13,6,0,62,32,1
537,22,17,18,18,16,17,3,3,59,55,1
538,16,23,20,13,15,18,6,0,57,54,1
539,7,20,9,8,15,20,0,6,31,54,2
540,14,18,22,17,14,10,0,6,50,51,2
541,19,12,20,14,10,16,0,6,49,48,1
542,17,19,11,13,13,23,3,3,44,58,2
543,11,13,12,14,21,27,6,0,50,54,2
544,21,14,22,17,14,12,0,6,57,49,1
545,26,22,14,7,21,16,3,3,64,48,1
546,21,11,16,14,18,14,0,6,55,45,1
547,20,17,8,20,13,24,6,0,47,61,2
548,11,20,20,21,26,17,3,3,60,61,2
549,25,28,14,17,31,18,3,3,73,66,1
550,19,21,9,24,14,21,0,6,42,72,2
551,23,25,23,13,21,13,3,3,70,54,1
552,23,15,11,14,18,17,6,0,58,46,1
553,9,18,15,11,10,15,6,0,40,44,2
554,14,15,9,13,22,14,0,6,45,48,2
555,10,15,13,25,10,10,0,6,33,56,2
556,26,16,13,13,13,14,0,6,52,49,1
557,16,18,14,22,25,12,0,6,55,58,2
558,14,15,17,13,23,24,0,6,54,58,2
559,15,13,12,14,20,18,3,3,50,48,1
560,26,15,15,13,17,13,0,6,58,47,1
561,15,11,25,21,9,21,0,6,49,59,2
562,26,28,18,13,19,12,6,0,69,53,1
563,7,17,27,15,19,20,3,3,56,55,1
564,11,14,21,14,15,21,0,6,47,55,2
565,25,12,22,21,17,21,0,6,64,60,1
566,14,17,11,23,24,12,0,6,49,58,2
567,25,12,16,11,25,18,0,6,66,47,1
568,19,17,13,12,21,16,0,6,53,51,1
569,12,17,20,21,15,17,0,6,47,61,2
570,19,22,12,17,13,21,6,0,50,60,2
571,16,19,21,18,12,24,6,0,55,61,2
572,16,12,14,16,13,15,0,6,43,49,2
573,12,12,19,29,24,24,0,6,55,71,2
574,13,14,17,27,11,6,0,6,41,53,2
575,22,12,12,10,19,21,6,0,59,43,1
576,15,23,21,22,13,12,0,6,49,63,2
577,14,15,13,21,22,15,3,3,52,54,2
