game_no,r1p1,r1p2,r2p1,r2p2,r3p1,r3p2,p1_pudding,p2_pudding,p1_total,p2_total,winner
122,19,10,8,14,17,15,3,3,47,42,1
123,21,19,20,15,14,10,0,6,55,50,1
124,15,9,13,13,14,19,6,0,48,41,1
125,15,16,17,19,11,16,3,3,46,54,2
126,13,14,12,21,18,15,6,0,49,50,2
127,18,15,23,15,7,17,6,0,54,47,1
128,9,24,12,22,16,7,0,6,37,59,2
129,15,11,20,10,22,7,3,3,60,31,1
130,16,19,22,19,14,9,6,0,58,47,1
131,21,10,8,13,9,18,3,3,41,44,2
132,13,15,24,15,8,13,6,0,51,43,1
133,19,12,16,12,10,23,6,0,51,47,1
134,12,9,17,30,11,16,0,6,40,61,2
135,18,9,16,20,13,22,3,3,50,54,2
136,11,14,11,17,17,10,3,3,42,44,2
137,17,20,16,15,11,11,3,3,47,49,2
138,27,17,24,8,14,23,6,0,71,48,1
139,16,23,20,16,17,14,3,3,56,56,0
140,13,27,20,14,19,25,6,0,58,66,2
141,9,12,19,19,22,13,0,6,50,50,0
142,23,26,14,18,12,22,6,0,55,66,2
143,17,16,20,17,15,9,6,0,58,42,1
144,16,18,26,10,15,10,0,6,57,44,1
145,14,15,12,18,8,24,6,0,40,57,2
146,24,17,6,9,10,16,6,0,46,42,1
147,14,7,17,19,10,19,3,3,44,48,2
148,14,13,15,18,12,29,6,0,47,60,2
149,15,4,16,17,17,15,0,6,48,42,1
150,7,21,10,16,12,14,6,0,35,51,2
151,7,22,20,12,6,13,6,0,39,47,2
152,10,11,17,13,16,12,3,3,46,39,1
153,15,19,12,11,15,12,0,6,42,48,2
154,16,15,20,17,10,16,6,0,52,48,1
155,17,15,11,23,11,14,3,3,42,55,2
156,12,12,13,23,12,12,6,0,43,47,2
157,15,20,21,22,11,16,6,0,53,58,2
158,12,17,16,15,17,14,3,3,48,49,2
159,16,14,12,25,8,11,0,6,36,56,2
160,22,16,22,8,19,15,6,0,69,39,1
161,13,14,9,11,14,14,3,3,39,42,2
162,27,16,14,16,8,14,0,6,49,52,2
163,9,28,17,13,16,19,0,6,42,66,2
164,19,16,12,17,11,17,6,0,48,50,2
165,14,15,11,24,18,16,0,6,43,61,2
166,13,27,11,17,16,17,3,3,43,64,2
167,11,26,16,13,24,15,0,6,51,60,2
168,16,9,17,27,12,19,6,0,51,55,2
169,16,10,16,21,17,13,3,3,52,47,1
170,11,15,13,23,21,23,6,0,51,61,2
171,14,22,19,8,18,26,3,3,54,59,2
172,12,11,11,14,13,19,6,0,42,44,2
173,21,19,24,11,7,20,0,6,52,56,2
174,21,20,15,10,25,15,0,6,61,51,1
175,13,17,16,20,14,12,3,3,46,52,2
176,16,13,9,10,15,18,0,6,40,47,2
177,8,12,25,20,11,12,3,3,47,47,0
178,13,23,17,18,12,20,6,0,48,61,2
179,18,22,21,16,17,15,0,6,56,59,2
180,18,17,14,6,11,12,0,6,43,41,1
181,11,15,11,13,13,17,0,6,35,51,2
182,14,17,9,17,14,19,3,3,40,56,2
183,9,14,20,20,11,8,3,3,43,45,2
184,19,12,22,12,16,15,3,3,60,42,1
185,17,25,9,7,9,14,6,0,41,46,2
186,8,15,17,12,19,16,0,6,44,49,2
187,14,22,14,11,18,15,0,6,46,54,2
188,19,18,9,19,14,18,6,0,48,55,2
189,11,16,7,8,13,16,0,6,31,46,2
190,12,19,18,12,15,14,3,3,48,48,0
191,10,15,13,15,12,14,3,3,38,47,2
192,13,18,12,11,14,17,6,0,45,46,2
193,12,13,15,12,15,16,3,3,45,44,1
194,14,18,14,10,16,12,0,6,44,46,2
195,14,19,15,18,7,9,3,3,39,49,2
196,20,19,19,10,18,12,3,3,60,44,1
197,11,15,13,19,9,28,6,0,39,62,2
198,9,21,15,6,16,14,3,3,43,44,2
199,16,11,21,13,13,13,6,0,56,37,1
200,14,12,24,26,18,18,0,6,56,62,2
201,14,19,14,12,20,12,3,3,51,46,1
202,22,17,10,9,17,12,6,0,55,38,1
203,18,8,8,19,10,13,6,0,42,40,1
204,25,17,12,22,17,14,0,6,54,59,2
205,19,17,22,12,12,15,6,0,59,44,1
206,17,15,19,14,15,11,3,3,54,43,1
207,11,10,15,23,14,14,3,3,43,50,2
208,22,14,18,16,10,18,3,3,53,51,1
209,7,13,19,13,9,14,3,3,38,43,2
210,25,18,12,17,20,17,6,0,63,52,1
211,10,12,8,15,19,9,0,6,37,42,2
212,7,20,9,16,8,18,3,3,27,57,2
213,16,21,9,22,15,18,6,0,46,61,2
214,21,22,24,16,22,12,0,6,67,56,1
215,14,15,10,18,18,21,6,0,48,54,2
216,14,20,9,16,21,10,3,3,47,49,2
217,12,12,9,18,15,15,0,6,36,51,2
218,23,17,6,14,9,13,0,6,38,50,2
219,22,15,9,10,21,12,0,6,52,43,1
220,18,11,11,24,14,18,0,6,43,59,2
221,12,8,14,20,16,18,0,6,42,52,2
222,23,13,9,18,10,22,6,0,48,53,2
223,6,12,18,21,21,17,3,3,48,53,2
224,9,12,12,9,12,15,0,6,33,42,2
225,21,28,16,13,15,15,6,0,58,56,1
226,12,16,21,7,10,24,6,0,49,47,1
227,11,20,10,21,11,19,3,3,35,63,2
228,10,21,18,22,19,17,0,6,47,66,2
229,23,11,10,12,19,14,3,3,55,40,1
230,20,22,11,11,17,20,3,3,51,56,2
231,19,22,14,23,14,8,0,6,47,59,2
232,17,8,16,23,9,19,6,0,48,50,2
233,23,17,12,13,8,10,6,0,49,40,1
234,14,19,16,18,12,14,0,6,42,57,2
235,11,17,15,26,11,20,6,0,43,63,2
236,14,17,21,12,20,9,6,0,61,38,1
237,16,25,19,13,13,23,6,0,54,61,2
238,19,19,17,16,16,16,0,6,52,57,2
239,19,7,13,13,12,8,6,0,50,28,1
240,9,25,15,15,13,11,0,6,37,57,2
241,16,16,11,25,14,18,3,3,44,62,2
242,11,15,14,25,13,13,0,6,38,59,2
243,12,18,21,16,11,12,0,6,44,52,2
244,12,9,22,9,12,8,0,6,46,32,1
245,18,22,14,8,16,27,3,3,51,60,2
246,18,25,15,13,7,18,3,3,43,59,2
247,16,12,18,16,9,16,6,0,49,44,1
248,11,16,24,17,17,14,3,3,55,50,1
249,11,14,14,12,14,19,0,6,39,51,2
250,15,12,12,18,20,16,3,3,50,49,1
251,15,29,12,12,14,20,3,3,44,64,2
252,23,22,9,16,6,16,6,0,44,54,2
253,13,15,20,13,6,25,3,3,42,56,2
254,12,11,15,20,17,20,0,6,44,57,2
255,12,9,19,19,12,13,6,0,49,41,1
256,10,17,9,20,8,17,6,0,33,54,2
257,22,13,12,9,11,15,3,3,48,40,1
258,10,23,13,20,19,11,0,6,42,60,2
259,6,10,16,15,11,18,0,6,33,49,2
260,14,12,12,15,10,14,6,0,42,41,1
261,22,20,19,14,19,11,3,3,63,48,1
262,17,16,14,8,16,14,0,6,47,44,1
263,10,21,14,14,23,20,3,3,50,58,2
264,19,21,7,14,15,21,3,3,44,59,2
265,12,9,12,15,23,22,6,0,53,46,1
266,15,24,23,15,13,20,0,6,51,65,2
267,14,24,12,11,17,20,6,0,49,55,2
268,23,14,19,10,16,14,3,3,61,41,1
269,16,15,23,14,16,14,6,0,61,43,1
270,14,27,11,15,16,11,3,3,44,56,2
271,9,12,11,18,14,14,0,6,34,50,2
272,17,15,16,12,15,11,6,0,54,38,1
273,12,17,16,15,14,15,3,3,45,50,2
274,23,21,13,14,9,9,3,3,48,47,1
275,7,14,27,8,15,17,3,3,52,42,1
276,17,18,18,18,13,19,0,6,48,61,2
277,20,12,17,17,8,12,6,0,51,41,1
278,11,14,14,12,15,12,0,6,40,44,2
279,14,17,15,13,22,16,6,0,57,46,1
280,14,17,17,16,22,15,6,0,59,48,1
281,16,13,10,14,24,11,3,3,53,41,1
282,14,12,10,9,13,23,0,6,37,50,2
283,9,15,16,15,18,16,0,6,43,52,2
284,12,19,17,19,11,17,3,3,43,58,2
285,19,18,9,12,20,9,0,6,48,45,1
286,12,19,9,18,9,13,0,6,30,56,2
287,18,16,13,12,22,15,3,3,56,46,1
288,4,9,7,22,12,18,6,0,29,49,2
289,19,11,12,11,17,25,6,0,54,47,1
290,15,13,12,15,19,14,0,6,46,48,2
291,13,10,16,22,19,21,3,3,51,56,2
292,13,16,9,21,19,9,3,3,44,49,2
293,17,15,15,16,13,18,0,6,45,55,2
294,13,17,19,22,14,17,0,6,46,62,2
295,11,19,12,14,16,15,3,3,42,51,2
296,8,25,10,31,12,11,6,0,36,67,2
297,10,24,14,12,17,15,0,6,41,57,2
298,15,22,18,9,12,14,3,3,48,48,0
299,22,11,24,20,26,18,6,0,78,49,1
300,23,13,13,24,9,14,3,3,48,54,2
301,19,11,18,26,12,10,6,0,55,47,1
302,17,17,18,9,16,11,0,6,51,43,1
303,22,22,14,21,23,14,6,0,65,57,1
304,13,13,13,24,9,19,6,0,41,56,2
305,12,13,7,16,9,15,0,6,28,50,2
306,17,14,14,17,18,14,6,0,55,45,1
307,18,16,8,12,18,11,0,6,44,45,2
308,20,12,13,21,25,18,3,3,61,54,1
309,20,14,15,9,22,14,0,6,57,43,1
310,15,15,9,9,14,14,6,0,44,38,1
311,17,14,13,12,15,16,3,3,48,45,1
312,12,22,18,13,15,14,3,3,48,52,2
313,8,13,19,13,17,24,3,3,47,53,2
314,14,15,19,13,18,16,0,6,51,50,1
315,20,14,15,14,18,16,0,6,53,50,1
316,18,9,17,14,13,10,0,6,48,39,1
317,19,14,13,25,10,13,6,0,48,52,2
318,16,24,15,13,14,14,0,6,45,57,2
319,19,10,20,15,11,13,6,0,56,38,1
320,14,13,13,25,15,16,6,0,48,54,2
321,17,12,17,14,8,9,6,0,48,35,1
322,17,19,16,10,13,22,6,0,52,51,1
323,14,14,12,11,13,17,3,3,42,45,2
324,17,14,11,11,11,11,6,0,45,36,1
325,12,20,10,12,11,18,6,0,39,50,2
326,19,17,16,13,18,25,6,0,59,55,1
327,15,12,16,20,21,8,0,6,52,46,1
328,15,14,16,16,13,16,6,0,50,46,1
329,14,18,14,14,16,7,0,6,44,45,2
330,9,30,23,15,11,25,6,0,49,70,2
331,13,10,18,15,10,15,3,3,44,43,1
332,16,15,17,16,23,15,6,0,62,46,1
333,12,15,17,14,17,12,0,6,46,47,2
334,15,15,9,19,15,12,3,3,42,49,2
335,17,14,11,17,19,20,3,3,50,54,2
336,12,19,15,11,13,12,6,0,46,42,1
337,11,24,18,15,16,6,0,6,45,51,2
338,18,21,20,6,13,24,6,0,57,51,1
339,16,18,13,10,12,21,3,3,44,52,2
340,15,19,15,9,14,24,0,6,44,58,2
341,12,23,8,13,19,19,0,6,39,61,2
342,13,17,16,22,9,18,3,3,41,60,2
343,16,11,11,16,14,22,6,0,47,49,2
344,18,18,16,9,13,18,6,0,53,45,1
345,14,18,14,12,13,15,0,6,41,51,2
346,8,14,15,19,15,15,3,3,41,51,2
347,12,13,21,17,19,18,3,3,55,51,1
348,14,14,27,15,19,11,0,6,60,46,1
349,12,10,21,24,18,14,6,0,57,48,1
350,13,21,14,14,7,8,0,6,34,49,2
351,20,15,14,18,14,9,0,6,48,48,0
352,7,16,11,6,16,22,6,0,40,44,2
353,9,9,9,17,15,24,6,0,39,50,2
354,14,19,12,12,17,12,3,3,46,46,0
355,17,12,16,15,8,14,3,3,44,44,0
356,11,15,17,11,17,14,0,6,45,46,2
357,12,11,11,14,11,25,6,0,40,50,2
358,15,19,10,21,11,17,0,6,36,63,2
359,12,16,19,13,13,20,6,0,50,49,1
360,14,24,10,24,21,13,0,6,45,67,2
361,23,14,15,15,11,13,0,6,49,48,1
362,19,15,10,8,13,16,3,3,45,42,1
363,12,15,14,11,16,16,6,0,48,42,1
364,7,14,15,23,19,19,0,6,41,62,2
365,14,20,14,16,16,13,0,6,44,55,2
366,19,15,19,17,12,28,0,6,50,66,2
367,9,26,24,13,14,9,0,6,47,54,2
368,17,15,11,25,24,13,0,6,52,59,2
369,14,12,15,14,9,15,3,3,41,44,2
370,12,15,13,24,12,11,0,6,37,56,2
371,18,12,10,16,22,14,0,6,50,48,1
372,15,13,15,23,12,12,0,6,42,54,2
373,16,22,14,14,13,22,6,0,49,58,2
374,19,11,24,16,19,15,0,6,62,48,1
375,18,23,7,9,11,20,6,0,42,52,2
376,21,17,13,13,13,13,3,3,50,46,1
377,9,13,12,12,13,15,6,0,40,40,0
378,16,19,12,12,11,16,3,3,42,50,2
379,11,14,20,17,14,16,0,6,45,53,2
380,16,18,13,19,12,15,3,3,44,55,2
381,16,12,22,18,14,16,3,3,55,49,1
382,21,22,17,15,10,7,6,0,54,44,1
383,11,19,14,24,12,14,6,0,43,57,2
384,12,21,15,15,19,12,3,3,49,51,2
385,9,18,9,18,12,19,6,0,36,55,2
386,12,14,16,12,18,26,6,0,52,52,0
387,15,12,22,15,19,9,0,6,56,42,1
388,17,16,16,9,11,22,6,0,50,47,1
389,11,21,15,17,28,24,6,0,60,62,2
390,19,18,9,14,21,8,0,6,49,46,1
391,15,20,16,15,9,13,0,6,40,54,2
392,28,16,15,19,11,29,6,0,60,64,2
393,28,15,11,18,17,9,0,6,56,48,1
394,16,13,12,18,28,23,3,3,59,57,1
395,14,8,12,19,20,13,0,6,46,46,0
396,14,13,13,20,14,18,6,0,47,51,2
397,13,12,22,18,9,17,6,0,50,47,1
398,9,6,12,19,8,20,3,3,32,48,2
399,14,10,14,8,17,21,6,0,51,39,1
400,21,24,14,16,14,16,6,0,55,56,2
401,13,26,17,14,11,14,3,3,44,57,2
402,19,8,15,18,22,14,0,6,56,46,1
403,14,6,14,20,13,19,0,6,41,51,2
404,15,23,9,15,18,9,3,3,45,50,2
405,11,18,22,14,14,12,3,3,50,47,1
406,13,14,21,19,19,16,6,0,59,49,1
407,11,19,6,13,12,10,6,0,35,42,2
408,14,12,14,15,10,27,6,0,44,54,2
409,24,18,14,10,9,7,3,3,50,38,1
410,5,16,15,19,21,15,3,3,44,53,2
411,14,13,10,23,12,20,3,3,39,59,2
412,10,19,14,18,10,9,0,6,34,52,2
413,14,15,15,20,12,15,3,3,44,53,2
414,16,16,11,29,16,8,6,0,49,53,2
415,21,11,20,13,15,21,0,6,56,51,1
416,19,6,18,14,13,12,0,6,50,38,1
417,13,12,12,19,20,15,0,6,45,52,2
418,19,16,12,12,17,12,3,3,51,43,1
419,21,12,14,23,19,9,0,6,54,50,1
420,15,19,18,8,18,12,3,3,54,42,1
421,16,20,9,9,16,21,3,3,44,53,2
422,10,13,16,23,21,22,0,6,47,64,2
423,15,13,21,13,7,12,0,6,43,44,2
424,15,14,13,12,13,11,0,6,41,43,2
425,9,17,18,18,9,11,0,6,36,52,2
426,15,12,16,17,13,15,6,0,50,44,1
427,14,22,20,21,11,19,0,6,45,68,2
428,9,9,16,10,12,9,6,0,43,28,1
429,7,3,11,15,14,14,0,6,32,38,2
430,11,13,27,21,16,10,3,3,57,47,1
431,19,13,15,19,14,17,3,3,51,52,2
432,11,20,14,8,11,13,3,3,39,44,2
433,6,13,6,20,13,16,3,3,28,52,2
434,10,22,15,15,10,9,6,0,41,46,2
435,18,17,9,18,17,7,0,6,44,48,2
436,19,12,17,25,8,11,6,0,50,48,1
437,18,21,9,15,12,11,6,0,45,47,2
438,7,16,14,13,18,9,3,3,42,41,1
439,9,22,13,10,17,17,6,0,45,49,2
440,15,17,21,14,16,18,3,3,55,52,1
441,18,11,11,15,15,5,0,6,44,37,1
442,10,18,18,8,17,20,6,0,51,46,1
443,11,17,17,17,10,17,3,3,41,54,2
444,13,13,23,17,16,9,0,6,52,45,1
445,18,18,11,12,16,14,0,6,45,50,2
446,14,15,20,13,29,20,6,0,69,48,1
447,16,12,17,19,15,12,0,6,48,49,2
448,16,24,17,23,19,10,0,6,52,63,2
449,11,10,17,11,14,15,0,6,42,42,0
450,12,12,12,17,15,11,6,0,45,40,1
451,14,14,10,22,20,13,3,3,47,52,2
452,16,29,17,13,27,12,0,6,60,60,0
453,10,13,14,14,14,18,3,3,41,48,2
454,16,14,9,15,11,12,6,0,42,41,1
455,27,8,13,14,15,14,3,3,58,39,1
456,24,23,19,18,14,20,0,6,57,67,2
457,14,25,14,12,10,18,3,3,41,58,2
458,15,11,11,8,8,24,3,3,37,46,2
459,14,13,10,12,17,19,6,0,47,44,1
460,9,14,13,18,19,18,6,0,47,50,2
461,14,16,9,8,18,15,3,3,44,42,1
462,12,23,13,24,16,17,0,6,41,70,2
463,9,7,18,20,11,17,0,6,38,50,2
464,16,12,11,11,16,15,6,0,49,38,1
465,18,22,9,12,15,21,0,6,42,61,2
466,12,16,8,24,18,15,0,6,38,61,2
467,8,12,19,24,17,16,0,6,44,58,2
468,19,15,14,11,8,14,3,3,44,43,1
469,13,11,11,18,8,14,0,6,32,49,2
470,12,23,22,9,9,16,0,6,43,54,2
471,11,24,17,22,21,13,0,6,49,65,2
472,14,18,15,19,18,26,6,0,53,63,2
473,9,18,7,14,18,18,0,6,34,56,2
474,14,14,18,15,14,9,6,0,52,38,1
475,11,18,7,9,14,18,3,3,35,48,2
476,11,16,14,16,9,16,6,0,40,48,2
477,18,10,13,12,17,18,6,0,54,40,1
478,24,14,14,9,17,13,0,6,55,42,1
479,12,12,19,14,14,23,6,0,51,49,1
480,10,21,14,21,22,17,0,6,46,65,2
481,13,15,12,17,13,16,3,3,41,51,2
482,17,16,18,24,11,12,6,0,52,52,0
483,21,6,14,13,13,6,6,0,54,25,1
484,16,22,17,10,12,12,0,6,45,50,2
485,21,13,18,17,20,14,0,6,59,50,1
486,20,22,21,18,6,19,6,0,53,59,2
487,16,27,14,20,10,11,3,3,43,61,2
488,15,13,15,22,10,14,6,0,46,49,2
489,13,18,8,22,11,13,0,6,32,59,2
490,13,14,25,18,17,14,6,0,61,46,1
491,11,15,10,7,12,15,0,6,33,43,2
492,14,18,16,8,10,11,0,6,40,43,2
493,21,13,14,15,21,19,6,0,62,47,1
494,19,14,15,9,20,14,0,6,54,43,1
495,18,6,13,7,13,20,6,0,50,33,1
496,8,18,18,17,14,10,6,0,46,45,1
497,20,19,17,26,11,12,0,6,48,63,2
498,14,22,27,16,15,19,0,6,56,63,2
499,14,19,14,26,19,23,0,6,47,74,2
500,15,12,9,12,16,13,0,6,40,43,2
501,16,22,19,16,21,21,0,6,56,65,2
502,15,9,16,19,13,25,3,3,47,56,2
503,19,19,17,7,10,16,6,0,52,42,1
504,11,20,16,9,17,11,3,3,47,43,1
505,11,21,16,10,16,19,3,3,46,53,2
506,17,16,17,20,10,23,6,0,50,59,2
507,15,15,23,16,11,21,3,3,52,55,2
508,14,15,13,12,16,26,0,6,43,59,2
509,17,12,11,15,10,23,0,6,38,56,2
510,16,18,19,21,15,17,0,6,50,62,2
511,10,10,8,24,18,14,6,0,42,48,2
512,16,14,17,8,9,15,6,0,48,37,1
513,16,20,18,14,9,14,6,0,49,48,1
514,20,12,20,14,18,15,0,6,58,47,1
515,16,12,16,10,12,23,6,0,50,45,1
516,3,13,14,21,28,9,3,3,48,46,1
517,20,10,13,15,15,18,3,3,51,46,1
518,15,11,12,12,13,12,0,6,40,41,2
519,19,13,24,23,7,10,6,0,56,46,1
520,14,24,19,21,13,15,6,0,52,60,2
521,15,18,8,9,18,25,6,0,47,52,2
522,16,20,16,22,17,10,0,6,49,58,2
523,21,22,14,9,10,9,0,6,45,46,2
524,16,13,14,20,17,20,3,3,50,56,2
525,18,11,14,11,15,10,0,6,47,38,1
526,15,12,15,11,18,16,0,6,48,45,1
527,12,13,16,16,23,21,3,3,54,53,1
528,16,16,17,11,15,12,6,0,54,39,1
529,16,13,11,24,6,14,6,0,39,51,2
530,15,13,16,15,14,18,6,0,51,46,1
531,15,14,19,18,12,15,6,0,52,47,1
532,19,15,5,8,15,14,6,0,45,37,1
533,12,17,9,15,11,17,3,3,35,52,2
534,16,16,9,22,16,9,0,6,41,53,2
535,17,20,14,15,14,12,0,6,45,53,2
536,13,18,24,11,11,7,3,3,51,39,1
537,24,12,8,12,26,22,3,3,61,49,1
538,12,21,12,23,13,23,3,3,40,70,2
539,14,17,6,8,18,17,3,3,41,45,2
540,15,13,16,16,10,15,6,0,47,44,1
541,25,17,14,12,12,12,3,3,54,44,1
542,17,15,9,21,12,20,0,6,38,62,2
543,15,19,16,17,11,15,6,0,48,51,2
544,12,23,25,14,14,18,3,3,54,58,2
545,16,23,18,14,11,15,3,3,48,55,2
546,19,18,18,10,10,25,6,0,53,53,0
547,18,9,9,13,18,17,0,6,45,45,0
548,14,24,11,17,12,24,6,0,43,65,2
549,15,20,16,17,17,10,0,6,48,53,2
550,14,16,17,12,21,17,0,6,52,51,1
551,12,16,19,12,8,15,6,0,45,43,1
552,19,15,12,10,15,7,0,6,46,38,1
553,19,25,15,9,15,19,3,3,52,56,2
554,8,16,12,23,20,17,6,0,46,56,2
555,8,17,20,19,13,14,3,3,44,53,2
556,12,14,11,18,17,9,0,6,40,47,2
557,14,13,10,12,19,25,6,0,49,50,2
558,22,7,10,18,17,13,0,6,49,44,1
559,15,10,23,17,14,19,0,6,52,52,0
560,18,20,16,7,17,23,6,0,57,50,1
561,17,9,26,11,21,18,0,6,64,44,1
562,11,20,18,17,9,16,3,3,41,56,2
563,13,14,14,17,10,14,3,3,40,48,2
564,9,21,10,7,15,18,0,6,34,52,2
565,17,18,17,15,11,13,3,3,48,49,2
566,21,12,10,23,15,14,3,3,49,52,2
567,13,17,13,10,28,23,3,3,57,53,1
568,17,20,9,9,9,14,6,0,41,43,2
569,12,24,11,21,12,19,3,3,38,67,2
570,22,27,16,11,13,16,0,6,51,60,2
571,12,8,11,20,13,22,3,3,39,53,2
572,15,19,15,14,14,29,6,0,50,62,2
573,24,24,10,9,23,17,0,6,57,56,1
574,7,12,21,9,16,20,6,0,50,41,1
575,18,14,16,18,13,12,0,6,47,50,2
576,10,17,6,21,9,19,3,3,28,60,2
577,8,15,12,21,21,12,6,0,47,48,2
