game_no,r1p1,r1p2,r2p1,r2p2,r3p1,r3p2,p1_pudding,p2_pudding,p1_total,p2_total,winner
74,14,12,14,12,15,12,3,3,46,39,1
75,16,9,20,27,14,18,6,0,56,54,1
76,22,8,12,14,18,19,0,6,52,47,1
77,10,13,17,17,19,25,6,0,52,55,2
78,13,14,21,17,17,11,0,6,51,48,1
79,10,9,20,6,15,28,3,3,48,46,1
80,25,8,16,14,11,27,0,6,52,55,2
81,21,23,15,15,17,22,3,3,56,63,2
82,9,21,10,17,16,15,3,3,38,56,2
83,9,23,20,13,15,17,0,6,44,59,2
84,20,15,11,17,20,14,3,3,54,49,1
85,8,21,16,18,28,20,3,3,55,62,2
86,15,7,22,11,11,19,0,6,48,43,1
87,26,23,14,16,23,9,0,6,63,54,1
88,12,7,12,15,17,17,0,6,41,45,2
89,12,14,16,9,22,16,3,3,53,42,1
90,22,7,17,18,20,18,3,3,62,46,1
91,17,16,19,21,18,10,0,6,54,53,1
92,18,11,23,20,18,11,0,6,59,48,1
93,15,24,16,18,21,15,6,0,58,57,1
94,17,20,24,23,16,10,6,0,63,53,1
95,15,16,20,14,19,11,0,6,54,47,1
96,27,19,18,15,11,23,6,0,62,57,1
97,17,11,19,17,14,14,6,0,56,42,1
98,21,11,19,22,10,20,6,0,56,53,1
99,20,12,18,18,20,21,6,0,64,51,1
100,16,17,19,14,18,10,3,3,56,44,1
101,15,19,16,11,15,10,3,3,49,43,1
102,21,11,19,18,16,13,6,0,62,42,1
103,21,7,14,18,25,11,6,0,66,36,1
104,16,11,25,21,16,10,3,3,60,45,1
105,7,7,21,18,21,19,3,3,52,47,1
106,10,22,20,16,15,12,6,0,51,50,1
107,12,26,15,12,11,16,3,3,41,57,2
108,27,28,9,10,17,16,0,6,53,60,2
109,13,6,16,7,25,33,3,3,57,49,1
110,13,16,12,12,16,12,0,6,41,46,2
111,13,22,19,14,12,19,3,3,47,58,2
112,10,13,13,20,19,16,6,0,48,49,2
113,25,14,17,17,12,16,3,3,57,50,1
114,20,19,13,14,22,13,0,6,55,52,1
115,16,16,12,14,16,13,0,6,44,49,2
116,24,17,21,11,20,25,6,0,71,53,1
117,14,17,15,19,12,21,0,6,41,63,2
118,13,29,10,17,20,21,6,0,49,67,2
119,15,14,15,14,15,20,0,6,45,54,2
120,19,21,15,17,16,10,6,0,56,48,1
121,18,19,19,22,15,16,3,3,55,60,2
122,10,8,25,11,15,14,0,6,50,39,1
123,7,11,12,18,11,11,0,6,30,46,2
124,14,14,20,19,15,19,0,6,49,58,2
125,11,17,9,22,25,13,0,6,45,58,2
126,22,18,11,9,15,17,6,0,54,44,1
127,18,14,6,27,29,11,0,6,53,58,2
128,14,24,13,14,30,15,0,6,57,59,2
129,12,20,16,14,12,15,0,6,40,55,2
130,18,18,13,18,13,21,6,0,50,57,2
131,14,18,23,26,10,21,6,0,53,65,2
132,11,14,20,14,12,15,3,3,46,46,0
133,16,14,10,27,21,9,0,6,47,56,2
134,21,10,19,14,14,7,0,6,54,37,1
135,17,22,17,12,17,13,6,0,57,47,1
136,18,9,18,13,22,13,0,6,58,41,1
137,11,19,21,23,17,17,3,3,52,62,2
138,13,17,15,26,19,13,3,3,50,59,2
139,21,14,15,20,9,16,6,0,51,50,1
140,18,14,11,20,17,16,6,0,52,50,1
141,18,12,14,10,30,18,3,3,65,43,1
142,14,13,19,17,20,21,6,0,59,51,1
143,14,22,20,18,14,13,0,6,48,59,2
144,21,18,10,17,16,16,3,3,50,54,2
145,22,15,12,11,11,17,3,3,48,46,1
146,17,18,16,12,16,18,0,6,49,54,2
147,20,17,16,16,21,25,6,0,63,58,1
148,9,22,26,26,13,18,3,3,51,69,2
149,17,6,20,10,24,10,3,3,64,29,1
150,20,23,21,20,19,14,6,0,66,57,1
151,18,20,14,15,22,12,0,6,54,53,1
152,12,12,17,24,16,15,0,6,45,57,2
153,25,16,16,20,6,22,6,0,53,58,2
154,18,19,13,10,20,9,0,6,51,44,1
155,16,10,17,9,16,13,0,6,49,38,1
156,11,22,17,12,16,14,6,0,50,48,1
157,19,14,15,18,14,20,3,3,51,55,2
158,16,12,7,19,19,17,0,6,42,54,2
159,18,7,11,24,15,18,0,6,44,55,2
160,12,19,7,25,14,24,3,3,36,71,2
161,11,18,18,14,12,24,6,0,47,56,2
162,18,18,24,25,10,13,6,0,58,56,1
163,20,12,21,12,7,18,3,3,51,45,1
164,17,13,21,20,18,12,0,6,56,51,1
165,12,15,18,10,18,20,3,3,51,48,1
166,17,9,8,23,19,9,6,0,50,41,1
167,14,17,15,25,9,17,6,0,44,59,2
168,15,17,25,19,23,19,3,3,66,58,1
169,18,20,24,14,10,18,3,3,55,55,0
170,14,17,17,22,8,23,6,0,45,62,2
171,9,22,18,14,23,12,6,0,56,48,1
172,9,23,15,18,10,25,3,3,37,69,2
173,11,15,20,11,20,26,3,3,54,55,2
174,24,21,11,16,12,12,6,0,53,49,1
175,26,19,14,16,11,15,0,6,51,56,2
176,25,25,16,15,18,10,0,6,59,56,1
177,17,18,18,28,17,16,6,0,58,62,2
178,12,15,12,14,14,15,6,0,44,44,0
179,17,21,17,14,8,10,0,6,42,51,2
180,12,13,20,26,11,25,6,0,49,64,2
181,14,23,22,8,28,15,3,3,67,49,1
182,19,14,24,9,13,16,3,3,59,42,1
183,14,15,21,16,15,9,3,3,53,43,1
184,12,14,16,19,7,18,6,0,41,51,2
185,21,14,35,13,11,9,0,6,67,42,1
186,25,16,13,12,22,23,6,0,66,51,1
187,10,15,15,17,14,27,3,3,42,62,2
188,20,18,23,9,19,17,6,0,68,44,1
189,9,14,18,13,15,29,3,3,45,59,2
190,13,19,22,19,12,12,6,0,53,50,1
191,10,16,14,20,32,10,3,3,59,49,1
192,17,14,19,12,19,4,3,3,58,33,1
193,17,17,24,12,13,14,3,3,57,46,1
194,20,16,17,9,19,25,6,0,62,50,1
195,25,12,24,18,21,19,0,6,70,55,1
196,17,17,7,15,9,6,6,0,39,38,1
197,20,9,9,9,14,18,0,6,43,42,1
198,13,19,17,12,15,16,6,0,51,47,1
199,15,10,17,12,15,12,3,3,50,37,1
200,26,19,17,7,13,6,0,6,56,38,1
201,12,21,16,14,15,15,6,0,49,50,2
202,11,26,21,18,21,18,3,3,56,65,2
203,15,12,20,19,20,10,3,3,58,44,1
204,5,12,16,9,12,12,0,6,33,39,2
205,15,19,13,22,12,17,6,0,46,58,2
206,21,19,18,21,11,11,3,3,53,54,2
207,12,18,17,16,26,18,6,0,61,52,1
208,19,21,16,17,14,23,3,3,52,64,2
209,15,12,17,16,9,9,3,3,44,40,1
210,23,12,12,14,9,27,6,0,50,53,2
211,18,25,19,22,11,10,6,0,54,57,2
212,16,14,16,15,25,17,0,6,57,52,1
213,27,14,16,15,15,12,3,3,61,44,1
214,17,12,14,14,20,13,0,6,51,45,1
215,7,17,18,12,24,19,0,6,49,54,2
216,16,10,16,13,17,12,3,3,52,38,1
217,18,14,17,13,23,20,0,6,58,53,1
218,23,12,6,17,20,18,6,0,55,47,1
219,22,18,14,18,12,19,3,3,51,58,2
220,18,16,14,21,28,16,0,6,60,59,1
221,9,20,26,16,12,12,0,6,47,54,2
222,22,18,19,9,17,23,3,3,61,53,1
223,9,16,17,13,19,24,3,3,48,56,2
224,9,17,15,11,23,13,0,6,47,47,0
225,23,21,9,10,15,19,3,3,50,53,2
226,24,20,11,12,15,18,6,0,56,50,1
227,18,16,17,20,29,19,0,6,64,61,1
228,14,14,25,14,18,15,0,6,57,49,1
229,15,13,14,18,18,19,6,0,53,50,1
230,22,12,19,13,19,17,3,3,63,45,1
231,9,8,10,21,32,24,3,3,54,56,2
232,23,14,20,21,8,14,6,0,57,49,1
233,15,14,12,24,26,8,0,6,53,52,1
234,16,16,16,20,7,19,6,0,45,55,2
235,12,19,15,11,9,15,3,3,39,48,2
236,21,18,18,13,17,15,0,6,56,52,1
237,11,8,21,12,14,15,0,6,46,41,1
238,14,12,7,21,24,23,6,0,51,56,2
239,19,23,14,22,16,30,6,0,55,75,2
240,22,20,24,10,19,16,0,6,65,52,1
241,18,27,20,12,14,23,6,0,58,62,2
242,14,15,20,15,24,15,0,6,58,51,1
243,20,17,10,14,26,25,3,3,59,59,0
244,19,14,20,14,22,18,3,3,64,49,1
245,19,17,20,12,21,14,0,6,60,49,1
246,19,24,24,24,12,12,6,0,61,60,1
247,24,12,9,19,17,14,0,6,50,51,2
248,18,18,16,22,26,16,3,3,63,59,1
249,22,21,15,25,25,14,3,3,65,63,1
250,12,17,16,23,13,24,0,6,41,70,2
251,6,17,14,16,11,18,3,3,34,54,2
252,16,20,24,12,12,26,3,3,55,61,2
253,14,14,15,8,10,14,6,0,45,36,1
254,11,19,16,12,10,12,3,3,40,46,2
255,19,14,7,12,18,20,3,3,47,49,2
256,17,10,14,14,21,16,0,6,52,46,1
257,18,14,23,16,15,16,6,0,62,46,1
258,19,13,28,12,23,16,3,3,73,44,1
259,14,13,16,19,15,13,0,6,45,51,2
260,26,19,21,16,9,19,6,0,62,54,1
261,7,20,13,21,20,9,0,6,40,56,2
262,22,17,11,21,4,13,6,0,43,51,2
263,14,22,12,19,23,17,3,3,52,61,2
264,15,11,20,12,22,29,6,0,63,52,1
265,30,11,18,10,19,9,0,6,67,36,1
266,21,23,21,4,15,29,3,3,60,59,1
267,10,20,27,14,19,12,6,0,62,46,1
268,17,10,14,22,17,12,0,6,48,50,2
269,20,9,10,7,15,22,3,3,48,41,1
270,11,17,11,10,20,18,6,0,48,45,1
271,10,21,21,23,20,14,3,3,54,61,2
272,21,13,12,14,23,18,3,3,59,48,1
273,22,15,16,19,12,22,6,0,56,56,0
274,20,12,25,14,4,18,3,3,52,47,1
275,21,18,14,21,32,9,0,6,67,54,1
276,15,15,11,16,16,10,6,0,48,41,1
277,23,11,13,12,11,25,0,6,47,54,2
278,18,14,15,12,13,13,6,0,52,39,1
279,12,15,14,16,9,22,6,0,41,53,2
280,17,15,14,14,16,18,3,3,50,50,0
281,15,22,14,24,19,12,6,0,54,58,2
282,14,17,12,22,22,15,3,3,51,57,2
283,10,15,11,18,17,15,0,6,38,54,2
284,15,16,21,6,16,12,0,6,52,40,1
285,19,14,20,20,9,10,3,3,51,47,1
286,19,16,23,15,18,13,0,6,60,50,1
287,26,15,14,15,7,14,0,6,47,50,2
288,15,16,18,14,14,24,6,0,53,54,2
289,19,15,19,14,15,21,6,0,59,50,1
290,18,17,15,10,22,16,3,3,58,46,1
291,12,15,19,22,24,13,0,6,55,56,2
292,16,19,18,13,12,16,0,6,46,54,2
293,17,13,15,28,15,16,3,3,50,60,2
294,16,29,14,11,7,20,0,6,37,66,2
295,14,12,21,15,23,19,0,6,58,52,1
296,15,14,18,8,23,17,0,6,56,45,1
297,18,9,15,9,19,26,6,0,58,44,1
298,22,14,16,17,15,20,3,3,56,54,1
299,18,22,19,19,25,15,3,3,65,59,1
300,24,7,17,12,14,12,6,0,61,31,1
301,13,12,25,6,23,28,3,3,64,49,1
302,21,20,18,17,12,11,3,3,54,51,1
303,19,17,16,16,16,18,3,3,54,54,0
304,17,18,23,18,12,16,3,3,55,55,0
305,18,11,16,13,15,11,6,0,55,35,1
306,15,25,13,17,14,19,6,0,48,61,2
307,8,14,30,17,21,26,0,6,59,63,2
308,21,21,12,16,26,16,0,6,59,59,0
309,19,24,22,12,12,18,3,3,56,57,2
310,20,20,15,11,15,15,6,0,56,46,1
311,11,24,19,9,23,20,3,3,56,56,0
312,24,12,12,19,11,20,3,3,50,54,2
313,18,10,16,6,12,17,0,6,46,39,1
314,13,16,14,14,15,13,0,6,42,49,2
315,18,16,16,15,12,13,6,0,52,44,1
316,15,21,17,10,18,24,0,6,50,61,2
317,10,20,15,18,14,11,0,6,39,55,2
318,21,27,13,9,12,11,3,3,49,50,2
319,29,14,17,22,15,16,0,6,61,58,1
320,19,16,23,12,26,13,0,6,68,47,1
321,24,16,13,17,19,17,3,3,59,53,1
322,25,11,22,9,21,13,3,3,71,36,1
323,18,12,15,12,15,24,6,0,54,48,1
324,22,17,18,10,18,20,6,0,64,47,1
325,13,17,13,20,18,17,0,6,44,60,2
326,12,18,18,12,15,16,3,3,48,49,2
327,25,11,13,12,13,17,6,0,57,40,1
328,20,13,15,16,17,15,3,3,55,47,1
329,25,16,25,13,11,19,6,0,67,48,1
330,12,15,18,13,10,21,3,3,43,52,2
331,9,21,20,22,15,11,3,3,47,57,2
332,12,12,23,15,12,10,0,6,47,43,1
333,13,25,8,31,16,13,0,6,37,75,2
334,19,17,15,15,20,11,6,0,60,43,1
335,19,18,18,14,18,9,6,0,61,41,1
336,10,16,11,22,17,13,3,3,41,54,2
337,23,16,15,17,22,13,6,0,66,46,1
338,24,24,26,23,14,10,0,6,64,63,1
339,17,27,26,13,14,9,6,0,63,49,1
340,21,18,13,9,23,12,3,3,60,42,1
341,22,21,14,16,16,14,6,0,58,51,1
342,20,15,18,21,18,9,0,6,56,51,1
343,28,12,19,12,25,19,0,6,72,49,1
344,10,16,9,11,11,16,3,3,33,46,2
345,20,13,17,19,22,13,3,3,62,48,1
346,22,18,12,13,20,23,6,0,60,54,1
347,13,13,13,15,25,20,6,0,57,48,1
348,18,8,19,10,19,23,0,6,56,47,1
349,10,14,13,18,25,7,0,6,48,45,1
350,24,16,24,17,15,16,3,3,66,52,1
351,18,7,18,9,21,24,3,3,60,43,1
352,20,17,13,22,12,20,6,0,51,59,2
353,17,13,4,13,14,17,3,3,38,46,2
354,17,20,16,11,16,28,6,0,55,59,2
355,14,14,16,17,19,23,6,0,55,54,1
356,12,11,19,15,25,10,0,6,56,42,1
357,9,10,21,13,14,9,0,6,44,38,1
358,7,22,9,25,28,16,6,0,50,63,2
359,15,10,24,12,15,17,6,0,60,39,1
360,13,17,12,16,17,16,0,6,42,55,2
361,15,21,6,11,12,11,3,3,36,46,2
362,17,13,19,18,10,18,0,6,46,55,2
363,20,16,7,6,14,15,3,3,44,40,1
364,9,14,23,24,24,18,3,3,59,59,0
365,20,27,15,13,14,9,3,3,52,52,0
366,19,18,18,17,8,18,6,0,51,53,2
367,12,15,19,12,21,20,6,0,58,47,1
368,14,12,14,18,14,22,6,0,48,52,2
369,20,23,13,13,13,11,0,6,46,53,2
370,18,12,20,26,8,22,6,0,52,60,2
371,6,19,19,14,16,21,3,3,44,57,2
372,19,21,21,17,11,22,0,6,51,66,2
373,20,15,13,25,21,17,6,0,60,57,1
374,17,10,23,11,18,17,6,0,64,38,1
375,24,25,24,12,9,27,3,3,60,67,2
376,17,14,16,19,18,17,6,0,57,50,1
377,23,9,25,12,12,10,3,3,63,34,1
378,17,11,22,18,18,9,0,6,57,44,1
379,20,18,12,19,9,10,6,0,47,47,0
380,22,10,20,11,13,20,3,3,58,44,1
381,20,27,19,13,22,16,6,0,67,56,1
382,14,14,18,23,19,14,6,0,57,51,1
383,14,14,27,15,16,11,3,3,60,43,1
384,12,18,18,14,18,22,3,3,51,57,2
385,22,9,13,13,19,12,6,0,60,34,1
386,10,19,17,13,9,17,6,0,42,49,2
387,15,9,21,16,14,34,3,3,53,62,2
388,14,20,13,21,7,13,3,3,37,57,2
389,17,15,15,21,18,12,3,3,53,51,1
390,15,14,20,11,11,16,3,3,49,44,1
391,17,11,32,12,14,22,0,6,63,51,1
392,19,7,26,17,8,13,3,3,56,40,1
393,15,18,15,13,25,13,3,3,58,47,1
394,20,17,15,4,16,15,6,0,57,36,1
395,9,12,12,13,22,24,0,6,43,55,2
396,28,16,18,18,13,20,0,6,59,60,2
397,15,10,9,26,25,22,3,3,52,61,2
398,23,24,14,21,32,10,0,6,69,61,1
399,17,16,21,20,8,22,3,3,49,61,2
400,13,13,17,10,18,10,0,6,48,39,1
401,23,11,17,11,9,19,6,0,55,41,1
402,29,14,25,12,16,18,6,0,76,44,1
403,11,11,12,23,12,14,3,3,38,51,2
404,22,11,7,13,22,10,0,6,51,40,1
405,12,9,9,17,20,13,6,0,47,39,1
406,12,16,28,8,23,18,6,0,69,42,1
407,15,15,28,14,13,11,0,6,56,46,1
408,15,15,18,20,17,22,6,0,56,57,2
409,16,13,13,10,13,22,6,0,48,45,1
410,11,14,16,23,17,15,3,3,47,55,2
411,16,12,22,7,26,13,6,0,70,32,1
412,19,12,25,14,9,15,0,6,53,47,1
413,12,20,15,11,14,17,0,6,41,54,2
414,15,16,19,14,16,19,0,6,50,55,2
415,19,23,24,20,14,12,0,6,57,61,2
416,16,17,14,9,16,9,0,6,46,41,1
417,16,19,10,31,18,19,6,0,50,69,2
418,10,15,24,10,17,15,0,6,51,46,1
419,17,18,20,20,22,10,0,6,59,54,1
420,8,16,18,12,22,11,0,6,48,45,1
421,18,20,10,16,15,14,6,0,49,50,2
422,10,24,17,11,10,19,0,6,37,60,2
423,16,13,15,18,15,9,3,3,49,43,1
424,21,15,22,13,13,12,3,3,59,43,1
425,24,13,20,10,10,9,0,6,54,38,1
426,19,9,19,12,11,10,0,6,49,37,1
427,13,6,22,28,19,14,3,3,57,51,1
428,14,14,17,22,19,18,0,6,50,60,2
429,12,13,15,15,18,15,6,0,51,43,1
430,23,8,23,8,19,19,6,0,71,35,1
431,26,14,21,10,18,14,6,0,71,38,1
432,18,14,10,11,17,14,0,6,45,45,0
433,11,27,10,13,24,13,0,6,45,59,2
434,19,12,21,21,15,12,0,6,55,51,1
435,19,19,12,12,8,13,3,3,42,47,2
436,23,13,13,14,16,13,0,6,52,46,1
437,17,12,22,14,16,17,6,0,61,43,1
438,22,24,21,15,21,16,6,0,70,55,1
439,14,9,10,15,22,9,0,6,46,39,1
440,20,9,11,10,28,14,3,3,62,36,1
441,16,15,33,9,15,17,6,0,70,41,1
442,17,16,22,12,16,15,0,6,55,49,1
443,7,25,16,16,13,15,0,6,36,62,2
444,24,19,9,5,19,11,0,6,52,41,1
445,25,17,19,4,16,13,0,6,60,40,1
446,13,20,17,18,13,18,0,6,43,62,2
447,10,20,19,6,29,14,6,0,64,40,1
448,13,12,18,22,21,13,3,3,55,50,1
449,25,18,21,17,14,21,0,6,60,62,2
450,14,18,19,13,22,13,3,3,58,47,1
451,7,15,29,14,16,13,3,3,55,45,1
452,11,9,20,21,23,27,6,0,60,57,1
453,14,15,11,13,22,6,3,3,50,37,1
454,22,16,13,18,23,25,0,6,58,65,2
455,23,13,10,25,10,12,6,0,49,50,2
456,11,17,18,14,11,19,6,0,46,50,2
457,13,12,23,22,11,14,0,6,47,54,2
458,27,18,7,22,16,11,3,3,53,54,2
459,14,15,18,15,12,19,0,6,44,55,2
460,13,31,18,10,15,17,6,0,52,58,2
461,19,18,19,18,14,11,0,6,52,53,2
462,21,28,13,18,9,18,3,3,46,67,2
463,22,14,20,10,20,12,6,0,68,36,1
464,26,11,26,19,18,18,0,6,70,54,1
465,15,14,19,16,12,21,6,0,52,51,1
466,16,17,19,22,14,16,3,3,52,58,2
467,21,17,4,4,19,20,6,0,50,41,1
468,17,15,14,13,19,18,0,6,50,52,2
469,17,17,14,20,11,15,6,0,48,52,2
470,7,21,12,12,14,13,0,6,33,52,2
471,13,12,19,18,11,7,0,6,43,43,0
472,9,15,15,11,25,21,6,0,55,47,1
473,19,6,17,20,19,8,3,3,58,37,1
474,13,23,19,13,15,14,3,3,50,53,2
475,9,24,20,12,21,10,6,0,56,46,1
476,25,23,19,5,11,19,6,0,61,47,1
477,17,13,20,15,24,13,0,6,61,47,1
478,18,15,22,15,7,16,6,0,53,46,1
479,23,20,19,19,20,16,6,0,68,55,1
480,23,10,17,11,17,9,6,0,63,30,1
481,21,21,17,18,16,12,6,0,60,51,1
482,18,15,12,14,18,15,0,6,48,50,2
483,18,9,27,13,13,19,0,6,58,47,1
484,13,9,15,23,7,23,3,3,38,58,2
485,23,11,7,20,14,21,6,0,50,52,2
486,15,16,14,20,16,21,0,6,45,63,2
487,24,15,17,27,15,20,6,0,62,62,0
488,11,12,24,14,16,17,6,0,57,43,1
489,24,15,19,10,11,11,6,0,60,36,1
490,16,18,9,12,14,14,6,0,45,44,1
491,24,16,20,12,9,16,6,0,59,44,1
492,26,16,23,22,12,17,0,6,61,61,0
493,14,18,15,17,14,14,0,6,43,55,2
494,7,24,19,18,20,19,3,3,49,64,2
495,26,24,14,11,15,13,0,6,55,54,1
496,20,17,13,14,8,9,6,0,47,40,1
497,12,32,13,20,15,17,0,6,40,75,2
498,19,15,26,13,16,18,3,3,64,49,1
499,22,19,23,12,22,18,0,6,67,55,1
500,14,12,9,19,27,7,0,6,50,44,1
501,11,19,18,13,14,14,0,6,43,52,2
502,21,17,23,8,10,14,3,3,57,42,1
503,18,13,17,16,11,9,6,0,52,38,1
504,16,9,16,13,16,24,3,3,51,49,1
505,21,22,16,21,9,14,3,3,49,60,2
506,24,14,7,18,21,16,3,3,55,51,1
507,12,10,23,10,12,15,6,0,53,35,1
508,11,22,19,14,23,17,3,3,56,56,0
509,10,20,12,20,19,11,6,0,47,51,2
510,14,22,21,18,12,11,6,0,53,51,1
511,18,25,8,12,23,20,3,3,52,60,2
512,19,19,17,15,21,9,0,6,57,49,1
513,18,10,19,21,18,9,0,6,55,46,1
514,17,20,17,4,11,15,0,6,45,45,0
515,17,14,23,20,27,18,3,3,70,55,1
516,21,14,18,9,18,21,3,3,60,47,1
517,13,7,20,25,6,6,6,0,45,38,1
518,7,20,15,13,15,18,0,6,37,57,2
519,7,13,15,19,19,9,6,0,47,41,1
520,20,15,13,16,21,20,0,6,54,57,2
521,12,13,21,23,12,16,0,6,45,58,2
522,14,14,15,14,16,7,6,0,51,35,1
523,15,26,17,6,27,22,0,6,59,60,2
524,14,22,17,12,34,12,0,6,65,52,1
525,15,22,10,8,16,16,6,0,47,46,1
526,18,14,11,10,15,12,0,6,44,42,1
527,12,25,19,25,12,11,0,6,43,67,2
528,22,27,20,10,11,15,6,0,59,52,1
529,17,19,13,10,20,15,6,0,56,44,1
530,33,14,17,14,14,18,6,0,70,46,1
531,16,13,34,13,11,18,0,6,61,50,1
532,11,21,12,23,23,7,0,6,46,57,2
533,19,14,15,16,16,21,3,3,53,54,2
534,17,16,15,13,15,13,3,3,50,45,1
535,19,12,10,9,16,19,0,6,45,46,2
536,19,15,20,13,21,19,3,3,63,50,1
537,15,15,12,18,14,27,0,6,41,66,2
538,18,17,14,25,13,21,3,3,48,66,2
539,20,9,11,14,20,17,0,6,51,46,1
540,17,10,24,19,17,16,0,6,58,51,1
541,12,17,18,21,17,10,6,0,53,48,1
542,14,20,16,15,21,18,0,6,51,59,2
543,18,14,16,14,17,19,3,3,54,50,1
544,23,15,17,20,14,18,0,6,54,59,2
545,19,20,13,17,21,13,6,0,59,50,1
546,20,26,14,14,14,16,6,0,54,56,2
547,20,15,19,23,15,10,3,3,57,51,1
548,11,7,9,16,23,12,0,6,43,41,1
549,13,10,14,21,19,20,0,6,46,57,2
550,14,21,19,10,12,9,6,0,51,40,1
551,14,11,19,13,12,18,3,3,48,45,1
552,13,25,12,13,20,15,0,6,45,59,2
553,16,12,17,19,21,18,0,6,54,55,2
554,19,19,22,13,17,14,6,0,64,46,1
555,18,12,13,12,14,20,6,0,51,44,1
556,14,21,14,13,15,17,3,3,46,54,2
557,11,22,10,4,25,11,0,6,46,43,1
558,14,10,17,12,9,13,0,6,40,41,2
559,12,19,24,21,19,17,3,3,58,60,2
560,25,14,17,13,13,13,3,3,58,43,1
561,23,16,13,10,13,15,3,3,52,44,1
562,12,23,24,15,15,14,3,3,54,55,2
563,16,12,11,16,16,13,3,3,46,44,1
564,19,12,23,18,17,14,3,3,62,47,1
565,14,22,16,14,15,28,3,3,48,67,2
566,19,13,14,19,17,15,0,6,50,53,2
567,14,13,20,14,13,12,3,3,50,42,1
568,11,11,24,17,19,25,6,0,60,53,1
569,14,6,13,14,15,9,3,3,45,32,1
570,7,12,13,11,24,16,0,6,44,45,2
571,21,18,14,17,13,25,3,3,51,63,2
572,8,18,10,9,25,13,3,3,46,43,1
573,14,18,11,10,10,20,3,3,38,51,2
574,17,9,18,22,9,23,6,0,50,54,2
575,15,16,18,18,22,13,0,6,55,53,1
576,25,17,17,17,14,15,3,3,59,52,1
577,18,19,16,20,24,12,0,6,58,57,1
