game_no,r1p1,r1p2,r2p1,r2p2,r3p1,r3p2,p1_pudding,p2_pudding,p1_total,p2_total,winner
95,11,14,13,12,16,20,6,0,46,46,0
96,21,14,13,16,22,13,0,6,56,49,1
97,16,14,15,13,10,14,6,0,47,41,1
98,8,15,13,21,12,12,6,0,39,48,2
99,12,11,13,17,18,12,6,0,49,40,1
100,13,23,19,14,14,14,3,3,49,54,2
101,11,16,22,14,19,25,3,3,55,58,2
102,16,19,14,10,17,16,6,0,53,45,1
103,9,13,10,20,26,10,0,6,45,49,2
104,14,13,14,14,14,16,6,0,48,43,1
105,12,14,25,22,22,13,3,3,62,52,1
106,14,14,11,13,15,17,6,0,46,44,1
107,12,21,16,20,15,26,6,0,49,67,2
108,10,12,28,20,18,12,6,0,62,44,1
109,19,14,18,14,14,19,0,6,51,53,2
110,19,10,13,12,19,12,6,0,57,34,1
111,19,10,24,13,24,19,6,0,73,42,1
112,30,13,14,19,16,13,6,0,66,45,1
113,14,15,17,19,14,18,3,3,48,55,2
114,16,13,17,12,23,15,3,3,59,43,1
115,22,15,14,9,19,15,3,3,58,42,1
116,21,11,19,11,19,19,0,6,59,47,1
117,15,21,22,22,14,17,6,0,57,60,2
118,16,12,20,20,21,20,6,0,63,52,1
119,18,13,16,11,21,18,3,3,58,45,1
120,17,16,18,13,26,12,0,6,61,47,1
121,18,16,24,26,12,28,6,0,60,70,2
122,14,26,19,17,23,20,0,6,56,69,2
123,13,10,15,23,14,12,6,0,48,45,1
124,20,17,18,15,23,17,0,6,61,55,1
125,22,27,15,14,24,19,0,6,61,66,2
126,10,15,18,19,18,19,6,0,52,53,2
127,18,15,9,24,13,20,6,0,46,59,2
128,12,10,17,17,17,21,6,0,52,48,1
129,15,17,15,14,19,14,0,6,49,51,2
130,23,16,18,9,18,13,6,0,65,38,1
131,13,21,24,14,12,22,3,3,52,60,2
132,21,17,16,11,14,10,0,6,51,44,1
133,16,11,16,21,22,13,0,6,54,51,1
134,13,16,18,20,12,9,0,6,43,51,2
135,18,12,12,13,25,24,3,3,58,52,1
136,14,10,11,26,21,19,3,3,49,58,2
137,12,13,19,17,18,27,3,3,52,60,2
138,13,21,14,16,23,15,0,6,50,58,2
139,18,22,16,18,17,7,6,0,57,47,1
140,10,21,20,15,16,17,6,0,52,53,2
141,15,9,14,13,23,11,0,6,52,39,1
142,12,13,23,16,12,21,6,0,53,50,1
143,10,21,22,15,22,12,6,0,60,48,1
144,14,19,27,16,4,6,0,6,45,47,2
145,19,22,23,12,17,17,0,6,59,57,1
146,8,17,13,29,26,8,3,3,50,57,2
147,14,12,13,14,12,17,3,3,42,46,2
148,21,12,18,22,18,9,3,3,60,46,1
149,9,14,16,16,21,11,0,6,46,47,2
150,30,9,25,12,11,16,0,6,66,43,1
151,8,27,17,13,23,18,0,6,48,64,2
152,17,23,17,14,11,20,0,6,45,63,2
153,14,13,14,16,20,22,6,0,54,51,1
154,13,15,14,9,21,7,0,6,48,37,1
155,22,17,14,9,23,22,3,3,62,51,1
156,14,17,12,17,32,10,0,6,58,50,1
157,12,21,27,10,15,14,0,6,54,51,1
158,16,23,11,18,20,10,0,6,47,57,2
159,23,7,21,25,8,11,6,0,58,43,1
160,16,23,10,17,25,18,0,6,51,64,2
161,11,12,25,21,15,9,3,3,54,45,1
162,23,20,12,15,12,14,6,0,53,49,1
163,16,13,9,14,23,15,0,6,48,48,0
164,32,14,14,15,17,7,0,6,63,42,1
165,17,17,20,13,18,15,6,0,61,45,1
166,10,17,9,13,16,15,3,3,38,48,2
167,17,20,18,17,18,12,0,6,53,55,2
168,17,12,14,20,22,20,6,0,59,52,1
169,15,15,6,14,25,15,6,0,52,44,1
170,11,24,21,6,13,22,0,6,45,58,2
171,15,13,25,18,17,27,0,6,57,64,2
172,14,17,12,11,12,15,3,3,41,46,2
173,18,17,17,21,18,8,0,6,53,52,1
174,17,16,23,17,17,12,0,6,57,51,1
175,17,18,22,10,21,16,3,3,63,47,1
176,13,12,11,25,16,17,3,3,43,57,2
177,15,12,21,16,13,6,0,6,49,40,1
178,20,16,10,21,15,17,6,0,51,54,2
179,19,20,16,9,18,9,0,6,53,44,1
180,11,12,17,14,22,11,3,3,53,40,1
181,22,14,19,12,12,21,6,0,59,47,1
182,9,11,18,15,22,23,6,0,55,49,1
183,10,16,19,14,16,9,3,3,48,42,1
184,13,14,14,11,14,13,3,3,44,41,1
185,28,14,9,21,18,9,0,6,55,50,1
186,20,8,14,15,15,12,0,6,49,41,1
187,22,13,14,19,23,18,0,6,59,56,1
188,25,22,17,12,11,11,6,0,59,45,1
189,16,19,11,15,22,22,3,3,52,59,2
190,7,10,21,20,20,14,0,6,48,50,2
191,10,22,18,13,23,15,6,0,57,50,1
192,14,22,23,14,28,16,0,6,65,58,1
193,20,22,13,18,14,10,3,3,50,53,2
194,24,13,23,15,18,25,6,0,71,53,1
195,7,10,21,16,14,21,6,0,48,47,1
196,19,12,24,14,10,27,6,0,59,53,1
197,18,18,12,13,14,15,6,0,50,46,1
198,7,12,22,14,12,20,6,0,47,46,1
199,14,14,21,16,20,11,0,6,55,47,1
200,18,13,20,16,9,16,6,0,53,45,1
201,9,14,16,16,14,22,3,3,42,55,2
202,22,17,24,13,12,24,0,6,58,60,2
203,9,18,11,17,17,28,0,6,37,69,2
204,7,17,10,18,12,10,6,0,35,45,2
205,18,8,16,22,20,14,3,3,57,47,1
206,11,13,12,15,11,19,6,0,40,47,2
207,15,15,21,17,17,7,0,6,53,45,1
208,9,9,20,19,16,11,0,6,45,45,0
209,18,12,18,9,17,16,3,3,56,40,1
210,12,7,15,24,16,11,0,6,43,48,2
211,16,14,16,22,19,15,0,6,51,57,2
212,19,21,11,15,12,25,6,0,48,61,2
213,15,12,19,15,20,13,6,0,60,40,1
214,14,15,11,7,14,25,6,0,45,47,2
215,14,16,19,9,24,17,6,0,63,42,1
216,20,21,16,19,14,12,0,6,50,58,2
217,22,12,21,11,13,13,0,6,56,42,1
218,33,9,14,14,14,14,0,6,61,43,1
219,11,17,21,15,11,14,3,3,46,49,2
220,21,19,11,18,18,9,0,6,50,52,2
221,23,26,20,22,15,12,6,0,64,60,1
222,12,15,17,25,19,13,3,3,51,56,2
223,17,19,26,13,24,15,0,6,67,53,1
224,22,24,22,19,11,12,6,0,61,55,1
225,18,12,24,11,19,12,0,6,61,41,1
226,15,24,13,7,13,21,3,3,44,55,2
227,12,12,20,9,16,16,0,6,48,43,1
228,20,26,24,8,14,17,3,3,61,54,1
229,19,9,15,9,13,16,0,6,47,40,1
230,12,13,22,18,16,19,3,3,53,53,0
231,12,20,27,14,12,12,6,0,57,46,1
232,28,15,22,20,25,9,3,3,78,47,1
233,17,16,16,11,15,18,3,3,51,48,1
234,14,14,15,14,23,19,3,3,55,50,1
235,25,28,12,20,10,11,6,0,53,59,2
236,8,12,21,18,13,10,6,0,48,40,1
237,12,20,20,20,15,16,3,3,50,59,2
238,13,20,12,16,17,24,0,6,42,66,2
239,12,19,9,22,14,10,6,0,41,51,2
240,20,7,20,18,17,14,0,6,57,45,1
241,24,15,10,18,19,11,6,0,59,44,1
242,17,13,26,19,9,20,6,0,58,52,1
243,22,11,15,16,14,17,6,0,57,44,1
244,11,19,18,23,16,20,6,0,51,62,2
245,12,16,17,10,18,19,0,6,47,51,2
246,20,12,14,18,21,15,3,3,58,48,1
247,20,16,17,17,8,20,6,0,51,53,2
248,15,23,13,17,22,19,3,3,53,62,2
249,15,21,28,26,14,19,6,0,63,66,2
250,13,10,13,13,22,15,3,3,51,41,1
251,19,12,12,7,25,12,3,3,59,34,1
252,9,9,23,9,13,17,0,6,45,41,1
253,30,14,27,14,15,12,0,6,72,46,1
254,20,14,7,20,18,19,3,3,48,56,2
255,13,14,11,9,22,10,0,6,46,39,1
256,9,14,16,14,17,14,0,6,42,48,2
257,19,16,10,21,12,17,0,6,41,60,2
258,11,11,12,21,14,18,0,6,37,56,2
259,24,14,15,9,17,19,0,6,56,48,1
260,28,23,13,14,19,18,3,3,63,58,1
261,20,9,11,15,20,20,3,3,54,47,1
262,28,15,7,15,27,13,0,6,62,49,1
263,15,17,20,16,19,13,3,3,57,49,1
264,19,11,25,16,22,14,0,6,66,47,1
265,14,21,11,15,15,26,6,0,46,62,2
266,24,10,12,31,15,14,3,3,54,58,2
267,27,22,26,12,16,14,0,6,69,54,1
268,16,17,18,10,17,10,0,6,51,43,1
269,13,16,19,22,13,17,6,0,51,55,2
270,16,16,19,19,27,16,0,6,62,57,1
271,11,15,7,17,13,16,3,3,34,51,2
272,24,9,12,16,18,16,3,3,57,44,1
273,12,11,24,11,19,16,0,6,55,44,1
274,13,14,23,17,14,11,0,6,50,48,1
275,19,14,16,14,19,17,6,0,60,45,1
276,18,18,18,26,12,16,3,3,51,63,2
277,17,16,15,9,17,13,3,3,52,41,1
278,12,18,11,10,15,11,0,6,38,45,2
279,14,17,17,10,8,19,6,0,45,46,2
280,14,24,11,20,15,11,3,3,43,58,2
281,21,15,10,9,17,14,6,0,54,38,1
282,18,8,22,20,12,11,6,0,58,39,1
283,9,14,10,17,18,21,3,3,40,55,2
284,14,12,17,15,19,14,3,3,53,44,1
285,23,10,21,11,13,16,6,0,63,37,1
286,8,12,23,13,11,12,0,6,42,43,2
287,11,15,20,12,18,10,0,6,49,43,1
288,10,20,22,16,19,21,3,3,54,60,2
289,19,22,16,17,19,18,6,0,60,57,1
290,15,14,26,24,17,10,3,3,61,51,1
291,24,22,12,18,19,7,0,6,55,53,1
292,15,14,14,28,24,19,0,6,53,67,2
293,28,7,24,15,16,18,3,3,71,43,1
294,16,23,12,24,17,14,6,0,51,61,2
295,19,14,12,15,12,13,6,0,49,42,1
296,10,12,15,23,16,12,3,3,44,50,2
297,3,11,16,25,17,13,3,3,39,52,2
298,13,19,14,21,9,23,3,3,39,66,2
299,15,10,18,9,17,13,6,0,56,32,1
300,21,16,15,17,20,21,3,3,59,57,1
301,13,20,16,7,15,17,6,0,50,44,1
302,17,12,20,25,14,9,6,0,57,46,1
303,24,14,17,23,18,10,0,6,59,53,1
304,21,9,11,20,18,20,6,0,56,49,1
305,20,9,19,17,17,9,0,6,56,41,1
306,25,27,25,17,11,20,0,6,61,70,2
307,18,9,19,14,15,21,6,0,58,44,1
308,17,14,10,23,26,7,3,3,56,47,1
309,18,14,22,11,20,14,0,6,60,45,1
310,21,13,12,9,19,18,0,6,52,46,1
311,14,19,26,16,20,12,0,6,60,53,1
312,24,7,20,14,16,6,0,6,60,33,1
313,12,9,14,17,17,13,0,6,43,45,2
314,27,27,14,17,18,9,3,3,62,56,1
315,16,11,11,11,15,17,6,0,48,39,1
316,24,24,17,20,6,6,6,0,53,50,1
317,17,12,23,19,26,11,0,6,66,48,1
318,18,27,25,21,18,18,3,3,64,69,2
319,25,20,16,16,13,30,6,0,60,66,2
320,15,15,14,16,17,12,6,0,52,43,1
321,15,14,16,22,25,12,3,3,59,51,1
322,10,17,14,18,17,21,3,3,44,59,2
323,20,15,12,19,32,16,3,3,67,53,1
324,9,14,17,17,21,17,3,3,50,51,2
325,15,9,13,18,17,12,0,6,45,45,0
326,20,11,21,15,20,13,0,6,61,45,1
327,24,19,17,12,23,11,6,0,70,42,1
328,16,12,18,20,24,18,0,6,58,56,1
329,10,18,17,12,18,17,6,0,51,47,1
330,10,18,22,17,17,15,3,3,52,53,2
331,18,17,25,20,18,17,3,3,64,57,1
332,18,17,16,9,15,18,0,6,49,50,2
333,10,4,19,17,14,9,0,6,43,36,1
334,9,18,12,21,14,19,6,0,41,58,2
335,14,11,9,13,12,8,0,6,35,38,2
336,10,12,19,10,24,9,0,6,53,37,1
337,11,12,24,16,23,19,3,3,61,50,1
338,9,14,14,9,10,9,0,6,33,38,2
339,22,15,9,12,17,24,6,0,54,51,1
340,16,21,16,18,19,7,3,3,54,49,1
341,20,19,19,11,10,15,0,6,49,51,2
342,13,12,20,17,23,17,3,3,59,49,1
343,12,20,15,7,23,15,0,6,50,48,1
344,17,13,8,22,7,22,6,0,38,57,2
345,23,16,18,14,21,28,3,3,65,61,1
346,16,11,21,24,17,18,6,0,60,53,1
347,24,11,16,16,24,19,3,3,67,49,1
348,15,17,7,14,27,19,6,0,55,50,1
349,19,12,19,18,12,18,3,3,53,51,1
350,12,16,22,17,12,18,6,0,52,51,1
351,13,10,19,20,19,14,3,3,54,47,1
352,17,18,17,24,22,14,3,3,59,59,0
353,12,8,5,18,16,25,3,3,36,54,2
354,21,11,12,16,22,17,6,0,61,44,1
355,17,19,28,17,17,15,3,3,65,54,1
356,14,15,11,24,19,19,3,3,47,61,2
357,11,14,18,15,20,22,3,3,52,54,2
358,18,9,18,14,20,15,0,6,56,44,1
359,11,8,14,13,15,20,3,3,43,44,2
360,23,20,17,10,24,12,3,3,67,45,1
361,12,18,10,35,13,14,6,0,41,67,2
362,18,10,18,17,18,14,3,3,57,44,1
363,16,19,17,16,15,17,6,0,54,52,1
364,14,22,26,10,18,19,6,0,64,51,1
365,24,25,20,20,9,9,3,3,56,57,2
366,21,30,12,18,11,18,0,6,44,72,2
367,17,12,21,21,19,15,3,3,60,51,1
368,15,11,18,14,16,23,6,0,55,48,1
369,17,12,28,9,12,16,6,0,63,37,1
370,11,7,27,17,17,16,6,0,61,40,1
371,15,23,12,15,11,12,6,0,44,50,2
372,15,26,15,18,30,10,6,0,66,54,1
373,26,11,14,18,21,18,6,0,67,47,1
374,16,23,23,13,9,9,0,6,48,51,2
375,13,14,13,14,20,10,3,3,49,41,1
376,16,14,13,8,18,13,3,3,50,38,1
377,20,13,20,19,11,18,6,0,57,50,1
378,14,27,7,19,20,18,3,3,44,67,2
379,12,22,25,17,19,12,0,6,56,57,2
380,15,11,19,11,23,11,0,6,57,39,1
381,15,11,21,7,17,10,3,3,56,31,1
382,16,15,15,12,14,24,6,0,51,51,0
383,22,11,8,12,24,11,3,3,57,37,1
384,16,17,8,17,18,19,6,0,48,53,2
385,11,11,19,24,16,18,3,3,49,56,2
386,23,15,15,14,15,7,3,3,56,39,1
387,22,16,21,24,18,21,6,0,67,61,1
388,16,18,11,10,16,21,3,3,46,52,2
389,15,30,16,9,16,12,6,0,53,51,1
390,9,21,21,13,13,12,0,6,43,52,2
391,20,13,11,12,13,12,6,0,50,37,1
392,22,14,15,9,13,26,3,3,53,52,1
393,17,14,18,11,16,10,0,6,51,41,1
394,20,11,18,14,15,19,6,0,59,44,1
395,26,11,9,9,15,26,3,3,53,49,1
396,24,22,10,13,17,12,3,3,54,50,1
397,26,16,22,19,18,13,6,0,72,48,1
398,19,12,20,16,13,21,3,3,55,52,1
399,11,14,14,9,16,14,6,0,47,37,1
400,14,13,15,8,18,12,0,6,47,39,1
401,20,25,19,10,16,21,6,0,61,56,1
402,20,10,24,11,26,22,3,3,73,46,1
403,22,25,16,19,19,12,0,6,57,62,2
404,17,18,23,11,12,15,6,0,58,44,1
405,14,9,9,23,10,15,3,3,36,50,2
406,18,25,19,17,27,15,3,3,67,60,1
407,15,14,11,24,15,16,0,6,41,60,2
408,10,11,21,25,23,15,6,0,60,51,1
409,15,13,17,15,20,22,6,0,58,50,1
410,9,18,20,17,19,19,3,3,51,57,2
411,25,11,16,15,18,9,3,3,62,38,1
412,20,19,16,18,13,16,0,6,49,59,2
413,24,21,11,18,6,25,3,3,44,67,2
414,28,17,17,11,21,19,0,6,66,53,1
415,21,13,15,22,18,18,6,0,60,53,1
416,20,15,8,14,14,17,3,3,45,49,2
417,25,19,12,16,18,10,0,6,55,51,1
418,7,12,11,22,21,8,0,6,39,48,2
419,16,17,19,20,15,7,0,6,50,50,0
420,23,18,23,14,16,14,6,0,68,46,1
421,14,15,22,22,21,9,6,0,63,46,1
422,14,18,28,9,12,9,0,6,54,42,1
423,18,25,10,15,10,14,6,0,44,54,2
424,21,13,16,22,14,20,3,3,54,58,2
425,9,14,16,24,10,16,6,0,41,54,2
426,13,9,23,10,17,15,0,6,53,40,1
427,17,11,18,11,14,18,3,3,52,43,1
428,18,17,21,15,21,13,0,6,60,51,1
429,14,15,17,12,14,9,3,3,48,39,1
430,14,18,13,15,18,10,3,3,48,46,1
431,10,11,11,16,17,17,0,6,38,50,2
432,26,7,18,10,18,22,0,6,62,45,1
433,19,12,18,11,32,13,0,6,69,42,1
434,18,8,15,13,16,10,6,0,55,31,1
435,10,19,15,13,13,11,0,6,38,49,2
436,12,18,22,13,18,12,6,0,58,43,1
437,24,11,17,10,13,19,0,6,54,46,1
438,23,15,19,17,18,12,3,3,63,47,1
439,16,13,16,16,24,18,0,6,56,53,1
440,12,16,18,14,14,18,6,0,50,48,1
441,21,17,8,13,17,16,0,6,46,52,2
442,15,14,13,14,13,21,0,6,41,55,2
443,15,15,20,12,18,15,0,6,53,48,1
444,19,17,14,10,20,19,3,3,56,49,1
445,29,13,20,16,11,16,6,0,66,45,1
446,14,24,20,15,20,15,6,0,60,54,1
447,20,12,18,9,19,15,0,6,57,42,1
448,15,23,26,12,19,15,6,0,66,50,1
449,6,16,26,12,18,17,0,6,50,51,2
450,15,15,17,17,20,24,6,0,58,56,1
451,15,27,20,18,11,8,0,6,46,59,2
452,26,15,14,17,9,6,6,0,55,38,1
453,18,14,11,19,19,10,0,6,48,49,2
454,14,14,16,19,17,19,6,0,53,52,1
455,14,11,27,8,25,17,0,6,66,42,1
456,13,30,25,12,17,16,6,0,61,58,1
457,16,15,24,23,9,26,6,0,55,64,2
458,21,13,19,19,7,12,0,6,47,50,2
459,12,18,14,12,15,11,0,6,41,47,2
460,18,14,22,16,12,20,0,6,52,56,2
461,16,7,24,15,23,17,0,6,63,45,1
462,13,14,20,13,21,11,6,0,60,38,1
463,10,12,19,12,18,11,6,0,53,35,1
464,18,9,17,12,23,22,0,6,58,49,1
465,11,17,17,31,17,17,6,0,51,65,2
466,15,11,25,18,30,12,3,3,73,44,1
467,22,11,23,16,10,11,0,6,55,44,1
468,16,20,14,18,24,12,0,6,54,56,2
469,24,11,19,12,14,11,6,0,63,34,1
470,18,14,12,17,28,11,6,0,64,42,1
471,24,9,21,22,15,13,6,0,66,44,1
472,13,15,14,13,21,14,6,0,54,42,1
473,20,18,15,22,18,14,0,6,53,60,2
474,14,17,21,13,19,22,6,0,60,52,1
475,18,14,13,21,15,27,6,0,52,62,2
476,25,7,13,11,26,17,6,0,70,35,1
477,22,11,20,22,26,22,0,6,68,61,1
478,19,9,15,16,25,11,0,6,59,42,1
479,19,19,12,13,11,8,6,0,48,40,1
480,20,10,18,15,28,13,0,6,66,44,1
481,26,11,9,16,12,11,3,3,50,41,1
482,14,18,14,14,24,19,3,3,55,54,1
483,18,18,18,30,11,12,3,3,50,63,2
484,16,9,27,24,19,18,3,3,65,54,1
485,21,17,23,16,7,8,3,3,54,44,1
486,13,13,21,20,12,15,3,3,49,51,2
487,13,14,19,13,15,21,3,3,50,51,2
488,18,9,11,19,11,12,6,0,46,40,1
489,27,11,13,11,10,19,3,3,53,44,1
490,22,20,12,20,27,14,3,3,64,57,1
491,12,11,15,8,24,15,6,0,57,34,1
492,25,23,9,11,15,15,6,0,55,49,1
493,25,18,21,9,17,12,3,3,66,42,1
494,11,20,8,13,21,29,6,0,46,62,2
495,18,9,23,22,12,9,6,0,59,40,1
496,9,20,19,16,10,22,0,6,38,64,2
497,14,19,18,14,15,16,6,0,53,49,1
498,16,17,16,17,15,12,0,6,47,52,2
499,13,8,21,13,19,16,3,3,56,40,1
500,14,15,13,21,18,17,6,0,51,53,2
501,17,14,20,27,14,19,0,6,51,66,2
502,15,17,12,25,15,17,6,0,48,59,2
503,11,16,13,14,13,10,3,3,40,43,2
504,11,18,21,21,13,14,6,0,51,53,2
505,20,9,19,19,13,10,0,6,52,44,1
506,22,20,11,23,23,17,6,0,62,60,1
507,28,22,25,16,23,11,0,6,76,55,1
508,14,26,12,17,25,19,3,3,54,65,2
509,15,16,18,12,10,14,6,0,49,42,1
510,11,12,19,16,10,15,6,0,46,43,1
511,19,15,19,17,12,23,6,0,56,55,1
512,17,20,6,23,13,28,6,0,42,71,2
513,14,20,15,15,17,11,6,0,52,46,1
514,16,24,22,17,15,11,3,3,56,55,1
515,21,15,16,10,10,29,6,0,53,54,2
516,15,13,20,18,28,16,0,6,63,53,1
517,25,27,23,15,16,11,3,3,67,56,1
518,24,11,18,19,20,15,0,6,62,51,1
519,13,14,13,7,21,19,6,0,53,40,1
520,11,20,20,17,27,10,0,6,58,53,1
521,20,9,18,19,25,13,0,6,63,47,1
522,19,15,19,13,17,17,0,6,55,51,1
523,8,10,20,9,24,16,3,3,55,38,1
524,12,16,26,17,18,15,3,3,59,51,1
525,17,17,13,9,20,18,0,6,50,50,0
526,8,25,19,15,15,14,6,0,48,54,2
527,17,15,12,15,25,16,3,3,57,49,1
528,17,12,23,15,16,16,6,0,62,43,1
529,25,11,21,15,12,15,0,6,58,47,1
530,12,18,20,14,21,21,6,0,59,53,1
531,19,7,22,15,7,16,6,0,54,38,1
532,18,22,22,17,17,9,0,6,57,54,1
533,13,19,17,25,10,23,6,0,46,67,2
534,14,13,23,12,15,23,6,0,58,48,1
535,20,17,25,9,17,17,6,0,68,43,1
536,14,17,12,13,25,11,3,3,54,44,1
537,20,16,10,22,11,20,6,0,47,58,2
538,17,8,22,13,18,13,6,0,63,34,1
539,17,12,18,26,16,21,3,3,54,62,2
540,30,22,19,18,15,16,6,0,70,56,1
541,12,24,24,15,16,19,0,6,52,64,2
542,28,9,16,17,17,12,6,0,67,38,1
543,22,12,12,13,11,24,3,3,48,52,2
544,22,10,9,21,9,23,0,6,40,60,2
545,14,11,18,16,28,24,6,0,66,51,1
546,20,9,16,27,18,13,3,3,57,52,1
547,16,16,20,18,10,11,0,6,46,51,2
548,17,10,22,11,25,23,6,0,70,44,1
549,17,11,18,9,24,16,0,6,59,42,1
550,30,11,16,13,13,21,6,0,65,45,1
551,23,10,16,15,19,26,6,0,64,51,1
552,13,11,14,10,19,18,0,6,46,45,1
553,22,9,13,11,18,14,6,0,59,34,1
554,21,15,14,12,26,9,0,6,61,42,1
555,18,13,23,20,22,18,6,0,69,51,1
556,19,14,16,20,14,9,0,6,49,49,0
557,10,13,13,25,14,15,3,3,40,56,2
558,12,14,28,21,15,11,0,6,55,52,1
559,16,16,24,11,19,18,0,6,59,51,1
560,12,24,12,17,15,26,0,6,39,73,2
561,21,17,17,11,15,11,0,6,53,45,1
562,11,21,21,25,14,23,0,6,46,75,2
563,11,13,12,19,15,15,6,0,44,47,2
564,14,27,20,10,15,11,0,6,49,54,2
565,7,29,18,15,19,26,3,3,47,73,2
566,27,17,12,19,22,17,0,6,61,59,1
567,15,16,12,9,21,12,6,0,54,37,1
568,7,11,16,7,21,16,6,0,50,34,1
569,21,20,14,14,15,15,0,6,50,55,2
570,11,19,11,15,25,13,0,6,47,53,2
571,22,9,14,15,13,18,6,0,55,42,1
572,15,20,19,11,12,21,6,0,52,52,0
573,21,12,20,16,13,15,6,0,60,43,1
574,9,28,14,10,13,12,0,6,36,56,2
575,12,15,21,18,13,20,6,0,52,53,2
576,20,20,20,15,13,9,6,0,59,44,1
577,20,23,17,16,9,17,3,3,49,59,2
