game_no,r1p1,r1p2,r2p1,r2p2,r3p1,r3p2,p1_pudding,p2_pudding,p1_total,p2_total,winner
66,15,13,13,19,15,17,0,6,43,55,2
67,22,15,14,14,14,17,0,6,50,52,2
68,18,15,23,10,17,10,3,3,61,38,1
69,19,11,16,22,22,9,0,6,57,48,1
70,12,15,28,11,13,25,3,3,56,54,1
71,7,13,20,11,17,14,6,0,50,38,1
72,15,10,15,14,19,11,0,6,49,41,1
73,25,15,21,13,22,14,0,6,68,48,1
74,12,13,13,22,25,12,0,6,50,53,2
75,22,21,14,11,16,14,0,6,52,52,0
76,19,19,15,17,17,13,0,6,51,55,2
77,22,13,16,16,14,12,3,3,55,44,1
78,23,8,10,21,35,15,0,6,68,50,1
79,18,11,9,14,20,19,3,3,50,47,1
80,17,19,12,17,10,14,0,6,39,56,2
81,18,19,12,9,15,12,3,3,48,43,1
82,16,13,11,25,10,19,3,3,40,60,2
83,9,23,12,11,17,13,3,3,41,50,2
84,12,14,13,11,27,14,0,6,52,45,1
85,15,17,19,13,29,21,6,0,69,51,1
86,19,14,9,15,7,12,0,6,35,47,2
87,25,16,13,14,18,23,6,0,62,53,1
88,14,15,14,22,23,11,0,6,51,54,2
89,20,15,16,7,18,17,6,0,60,39,1
90,19,20,18,10,12,20,6,0,55,50,1
91,22,10,20,13,8,14,3,3,53,40,1
92,12,20,11,12,12,13,6,0,41,45,2
93,13,15,15,17,20,22,3,3,51,57,2
94,9,8,12,19,20,23,0,6,41,56,2
95,7,4,22,18,14,17,6,0,49,39,1
96,19,11,16,22,6,17,6,0,47,50,2
97,17,20,8,16,12,19,3,3,40,58,2
98,15,17,16,14,22,18,6,0,59,49,1
99,20,17,9,17,6,19,6,0,41,53,2
100,16,15,12,9,7,19,3,3,38,46,2
101,11,10,9,22,23,14,0,6,43,52,2
102,17,21,7,16,26,16,0,6,50,59,2
103,21,15,15,14,15,17,6,0,57,46,1
104,15,6,22,16,15,24,3,3,55,49,1
105,22,11,21,16,13,8,0,6,56,41,1
106,12,18,18,13,19,16,3,3,52,50,1
107,14,20,18,11,15,17,6,0,53,48,1
108,11,19,23,23,14,11,3,3,51,56,2
109,13,9,16,13,17,20,3,3,49,45,1
110,13,14,15,13,20,12,3,3,51,42,1
111,21,14,14,13,19,18,0,6,54,51,1
112,21,14,23,11,11,16,3,3,58,44,1
113,11,15,19,15,13,12,6,0,49,42,1
114,14,14,13,22,14,13,3,3,44,52,2
115,20,17,21,28,12,9,6,0,59,54,1
116,15,7,11,17,10,28,6,0,42,52,2
117,10,16,21,13,17,19,6,0,54,48,1
118,15,12,19,14,13,17,3,3,50,46,1
119,16,22,9,10,22,7,0,6,47,45,1
120,23,12,23,16,22,12,3,3,71,43,1
121,13,11,15,13,23,15,0,6,51,45,1
122,23,9,17,14,24,16,3,3,67,42,1
123,18,19,23,7,19,26,0,6,60,58,1
124,17,15,7,15,12,13,6,0,42,43,2
125,9,14,21,11,22,16,0,6,52,47,1
126,18,22,21,9,10,10,6,0,55,41,1
127,18,17,18,10,16,16,3,3,55,46,1
128,18,19,20,18,14,9,0,6,52,52,0
129,16,14,15,13,21,17,3,3,55,47,1
130,18,16,15,14,16,19,6,0,55,49,1
131,34,20,15,18,14,15,0,6,63,59,1
132,24,20,17,15,13,14,0,6,54,55,2
133,26,12,13,23,23,19,3,3,65,57,1
134,18,10,19,13,17,9,6,0,60,32,1
135,13,17,13,11,13,20,3,3,42,51,2
136,16,11,10,13,15,12,0,6,41,42,2
137,19,19,18,14,14,15,0,6,51,54,2
138,13,12,14,13,26,9,0,6,53,40,1
139,19,14,14,21,16,14,3,3,52,52,0
140,19,12,19,19,19,12,3,3,60,46,1
141,13,14,10,8,13,20,0,6,36,48,2
142,18,15,23,13,14,12,6,0,61,40,1
143,18,21,15,13,17,18,6,0,56,52,1
144,16,16,13,19,9,15,3,3,41,53,2
145,19,10,11,14,13,8,3,3,46,35,1
146,28,12,22,19,17,12,0,6,67,49,1
147,12,8,16,10,24,12,6,0,58,30,1
148,15,16,17,11,13,14,0,6,45,47,2
149,15,15,15,12,15,26,0,6,45,59,2
150,18,12,15,28,20,11,0,6,53,57,2
151,19,14,9,22,14,14,3,3,45,53,2
152,14,15,18,15,28,30,6,0,66,60,1
153,11,12,9,20,24,23,0,6,44,61,2
154,11,13,14,24,17,13,3,3,45,53,2
155,11,21,20,11,22,10,0,6,53,48,1
156,14,24,16,16,24,17,6,0,60,57,1
157,20,26,7,17,14,15,6,0,47,58,2
158,11,16,13,18,20,9,6,0,50,43,1
159,13,25,13,14,21,11,3,3,50,53,2
160,24,13,18,16,13,22,6,0,61,51,1
161,11,8,15,11,15,21,3,3,44,43,1
162,24,18,17,13,12,18,0,6,53,55,2
163,18,12,13,13,14,13,6,0,51,38,1
164,18,14,20,15,9,11,6,0,53,40,1
165,16,12,20,16,11,14,6,0,53,42,1
166,18,17,9,13,26,12,0,6,53,48,1
167,21,15,16,19,17,12,3,3,57,49,1
168,16,9,11,16,15,9,0,6,42,40,1
169,33,14,17,12,18,14,6,0,74,40,1
170,14,21,10,9,14,14,6,0,44,44,0
171,19,14,14,13,22,21,6,0,61,48,1
172,18,14,22,10,7,12,0,6,47,42,1
173,23,10,16,12,19,11,0,6,58,39,1
174,17,20,14,15,20,14,0,6,51,55,2
175,17,16,15,15,14,12,6,0,52,43,1
176,16,8,26,16,17,19,6,0,65,43,1
177,18,23,14,13,16,9,3,3,51,48,1
178,12,17,15,19,14,21,3,3,44,60,2
179,17,17,11,15,22,24,0,6,50,62,2
180,13,11,25,13,18,14,3,3,59,41,1
181,21,16,15,18,10,21,6,0,52,55,2
182,16,15,13,12,18,16,3,3,50,46,1
183,24,12,13,11,13,15,6,0,56,38,1
184,18,16,21,11,7,18,0,6,46,51,2
185,16,10,15,11,21,9,6,0,58,30,1
186,19,18,17,17,7,11,6,0,49,46,1
187,25,19,14,13,19,18,6,0,64,50,1
188,17,10,19,15,17,9,0,6,53,40,1
189,15,17,21,11,17,10,3,3,56,41,1
190,14,12,20,19,17,14,6,0,57,45,1
191,15,7,18,15,11,8,0,6,44,36,1
192,22,23,13,8,20,16,6,0,61,47,1
193,12,19,21,10,12,14,6,0,51,43,1
194,22,9,9,18,18,18,0,6,49,51,2
195,7,22,15,4,14,12,0,6,36,44,2
196,21,18,10,13,13,10,3,3,47,44,1
197,12,12,18,15,14,23,6,0,50,50,0
198,27,12,6,6,20,11,0,6,53,35,1
199,11,16,17,13,21,22,0,6,49,57,2
200,17,10,14,12,12,15,6,0,49,37,1
201,11,14,17,18,17,15,0,6,45,53,2
202,26,10,15,19,31,17,0,6,72,52,1
203,16,16,23,14,14,12,3,3,56,45,1
204,11,20,9,21,16,26,3,3,39,70,2
205,26,19,24,11,14,12,0,6,64,48,1
206,12,21,21,17,6,14,3,3,42,55,2
207,17,18,20,14,18,13,6,0,61,45,1
208,9,12,17,14,11,19,3,3,40,48,2
209,25,10,8,11,21,5,0,6,54,32,1
210,14,16,21,13,17,14,0,6,52,49,1
211,15,18,18,13,7,16,6,0,46,47,2
212,23,17,18,11,18,17,6,0,65,45,1
213,14,13,14,18,14,11,6,0,48,42,1
214,6,9,10,14,14,16,3,3,33,42,2
215,13,25,22,8,15,19,6,0,56,52,1
216,11,19,23,15,19,7,0,6,53,47,1
217,23,10,15,22,9,14,3,3,50,49,1
218,9,6,21,11,12,20,0,6,42,43,2
219,13,15,26,11,12,23,0,6,51,55,2
220,18,12,14,9,18,15,6,0,56,36,1
221,18,16,16,14,23,16,0,6,57,52,1
222,9,15,14,24,17,18,0,6,40,63,2
223,13,11,24,14,13,15,3,3,53,43,1
224,25,14,16,17,14,10,0,6,55,47,1
225,7,17,23,7,16,14,0,6,46,44,1
226,23,16,19,16,7,9,6,0,55,41,1
227,16,14,12,13,14,22,6,0,48,49,2
228,18,19,21,18,20,19,6,0,65,56,1
229,19,23,23,19,14,6,6,0,62,48,1
230,17,12,20,11,12,10,0,6,49,39,1
231,11,13,22,14,13,18,0,6,46,51,2
232,17,9,13,14,13,18,3,3,46,44,1
233,15,22,19,14,12,14,0,6,46,56,2
234,16,16,18,13,17,10,3,3,54,42,1
235,23,8,19,10,17,9,0,6,59,33,1
236,29,12,21,16,15,21,6,0,71,49,1
237,14,9,26,17,10,10,3,3,53,39,1
238,18,10,20,9,13,9,3,3,54,31,1
239,12,13,15,12,13,13,3,3,43,41,1
240,15,24,16,12,17,18,0,6,48,60,2
241,26,20,13,12,19,12,0,6,58,50,1
242,15,9,29,13,6,15,0,6,50,43,1
243,10,16,6,16,22,13,3,3,41,48,2
244,17,13,15,23,16,10,3,3,51,49,1
245,10,12,21,12,24,16,6,0,61,40,1
246,8,9,14,20,15,24,3,3,40,56,2
247,19,14,23,19,24,11,6,0,72,44,1
248,16,12,20,10,15,15,6,0,57,37,1
249,31,18,15,11,18,11,6,0,70,40,1
250,15,17,20,11,11,11,3,3,49,42,1
251,14,21,15,19,18,16,3,3,50,59,2
252,11,15,15,18,23,12,0,6,49,51,2
253,17,14,21,14,20,11,3,3,61,42,1
254,24,11,16,12,17,18,3,3,60,44,1
255,11,8,12,11,16,16,6,0,45,35,1
256,15,16,20,15,21,15,6,0,62,46,1
257,16,18,16,6,14,11,3,3,49,38,1
258,9,13,18,17,28,10,6,0,61,40,1
259,20,9,28,18,12,20,6,0,66,47,1
260,10,14,25,16,14,12,6,0,55,42,1
261,17,14,20,13,13,17,0,6,50,50,0
262,7,19,11,11,21,10,0,6,39,46,2
263,21,9,15,15,13,20,3,3,52,47,1
264,9,16,13,14,15,13,0,6,37,49,2
265,16,15,18,8,27,21,0,6,61,50,1
266,10,9,24,26,21,12,0,6,55,53,1
267,17,7,12,10,15,16,0,6,44,39,1
268,14,19,16,15,17,21,0,6,47,61,2
269,24,19,17,10,25,6,0,6,66,41,1
270,17,13,12,16,15,9,0,6,44,44,0
271,14,14,19,11,16,14,0,6,49,45,1
272,20,14,20,10,15,14,0,6,55,44,1
273,16,13,9,10,18,19,6,0,49,42,1
274,16,8,12,11,31,20,0,6,59,45,1
275,18,12,10,12,14,22,0,6,42,52,2
276,21,15,19,21,19,11,0,6,59,53,1
277,19,10,15,15,15,14,6,0,55,39,1
278,20,8,12,12,19,30,3,3,54,53,1
279,18,22,15,21,15,10,3,3,51,56,2
280,17,16,18,15,18,14,3,3,56,48,1
281,14,5,19,13,9,9,0,6,42,33,1
282,12,16,17,21,17,12,3,3,49,52,2
283,19,14,30,21,18,12,0,6,67,53,1
284,26,10,17,13,14,13,3,3,60,39,1
285,14,20,15,13,16,17,3,3,48,53,2
286,13,18,14,9,18,25,0,6,45,58,2
287,12,11,14,24,18,16,6,0,50,51,2
288,21,16,18,15,23,20,6,0,68,51,1
289,24,13,19,14,19,19,0,6,62,52,1
290,11,20,12,17,22,14,6,0,51,51,0
291,22,15,20,13,8,12,0,6,50,46,1
292,19,14,24,10,21,18,3,3,67,45,1
293,9,19,17,9,10,12,3,3,39,43,2
294,15,22,16,11,11,24,6,0,48,57,2
295,13,14,15,14,25,13,3,3,56,44,1
296,20,9,24,15,26,9,3,3,73,36,1
297,15,16,14,13,17,23,6,0,52,52,0
298,27,9,17,15,15,17,6,0,65,41,1
299,22,12,17,14,8,14,6,0,53,40,1
300,8,10,29,12,16,12,6,0,59,34,1
301,12,12,12,21,18,16,3,3,45,52,2
302,15,22,15,24,18,13,6,0,54,59,2
303,14,13,10,13,19,20,0,6,43,52,2
304,22,17,25,11,18,10,6,0,71,38,1
305,19,13,12,11,22,17,3,3,56,44,1
306,10,18,15,14,9,14,6,0,40,46,2
307,14,7,21,12,22,10,0,6,57,35,1
308,17,14,14,9,20,7,0,6,51,36,1
309,15,16,9,19,21,12,0,6,45,53,2
310,18,21,14,12,8,12,0,6,40,51,2
311,13,12,17,18,18,16,6,0,54,46,1
312,20,9,9,13,14,13,0,6,43,41,1
313,13,12,11,20,17,18,6,0,47,50,2
314,9,10,22,9,18,14,3,3,52,36,1
315,17,23,11,16,23,19,3,3,54,61,2
316,8,17,17,12,7,17,3,3,35,49,2
317,6,11,15,18,21,14,0,6,42,49,2
318,17,15,6,22,19,12,0,6,42,55,2
319,7,16,18,9,16,23,3,3,44,51,2
320,17,19,28,14,12,9,3,3,60,45,1
321,16,11,25,10,29,16,0,6,70,43,1
322,18,29,12,25,22,16,0,6,52,76,2
323,6,7,17,20,13,18,6,0,42,45,2
324,10,17,10,19,25,20,0,6,45,62,2
325,17,8,11,10,13,20,6,0,47,38,1
326,11,19,18,19,15,10,6,0,50,48,1
327,19,14,17,17,20,10,0,6,56,47,1
328,26,16,13,17,13,19,3,3,55,55,0
329,22,23,18,9,27,17,0,6,67,55,1
330,13,10,21,19,15,19,0,6,49,54,2
331,21,11,9,23,18,11,0,6,48,51,2
332,17,12,15,9,20,15,0,6,52,42,1
333,24,21,16,14,25,15,3,3,68,53,1
334,21,27,20,11,12,19,6,0,59,57,1
335,20,17,13,17,7,11,6,0,46,45,1
336,15,19,14,20,23,19,0,6,52,64,2
337,15,16,15,14,13,16,0,6,43,52,2
338,13,12,13,21,9,15,3,3,38,51,2
339,18,6,22,16,11,13,0,6,51,41,1
340,6,10,18,16,11,14,6,0,41,40,1
341,23,8,11,13,16,9,6,0,56,30,1
342,15,22,19,23,15,7,0,6,49,58,2
343,13,7,13,10,17,13,3,3,46,33,1
344,13,10,21,19,17,14,0,6,51,49,1
345,24,11,11,12,23,13,3,3,61,39,1
346,12,21,12,15,28,14,0,6,52,56,2
347,16,12,10,14,24,18,0,6,50,50,0
348,9,11,7,16,18,17,3,3,37,47,2
349,13,19,20,20,13,12,3,3,49,54,2
350,18,16,14,15,10,19,6,0,48,50,2
351,27,25,15,15,9,25,3,3,54,68,2
352,19,18,15,20,13,11,3,3,50,52,2
353,9,16,22,7,7,24,6,0,44,47,2
354,16,13,14,15,15,13,3,3,48,44,1
355,12,24,14,26,8,12,3,3,37,65,2
356,9,12,9,8,20,17,6,0,44,37,1
357,8,13,13,11,24,14,3,3,48,41,1
358,20,11,10,11,18,14,3,3,51,39,1
359,13,26,9,14,7,14,6,0,35,54,2
360,19,15,19,22,8,14,3,3,49,54,2
361,20,13,11,15,20,10,0,6,51,44,1
362,17,9,11,10,20,21,6,0,54,40,1
363,18,12,12,14,10,21,6,0,46,47,2
364,14,18,18,13,10,14,3,3,45,48,2
365,9,11,13,15,19,25,0,6,41,57,2
366,9,9,15,10,17,16,6,0,47,35,1
367,29,16,16,13,12,11,3,3,60,43,1
368,20,18,12,16,12,21,6,0,50,55,2
369,22,14,14,10,13,14,0,6,49,44,1
370,24,13,11,17,12,17,3,3,50,50,0
371,31,13,19,9,28,17,3,3,81,42,1
372,13,18,15,15,13,22,0,6,41,61,2
373,20,24,16,6,24,20,0,6,60,56,1
374,26,19,18,10,12,19,0,6,56,54,1
375,9,5,23,10,18,12,0,6,50,33,1
376,19,11,21,7,24,19,3,3,67,40,1
377,22,20,21,14,14,9,3,3,60,46,1
378,9,10,22,7,20,14,3,3,54,34,1
379,27,13,10,11,11,7,0,6,48,37,1
380,20,20,15,13,29,15,3,3,67,51,1
381,15,24,15,15,13,24,0,6,43,69,2
382,17,12,14,11,25,8,0,6,56,37,1
383,7,17,17,14,21,16,6,0,51,47,1
384,8,18,21,22,22,9,3,3,54,52,1
385,18,17,19,22,7,11,6,0,50,50,0
386,15,12,16,19,18,12,0,6,49,49,0
387,18,21,15,16,14,16,0,6,47,59,2
388,16,24,20,15,20,18,6,0,62,57,1
389,18,16,21,14,26,12,0,6,65,48,1
390,12,14,19,12,20,10,0,6,51,42,1
391,21,11,23,16,15,14,3,3,62,44,1
392,28,22,13,7,19,11,6,0,66,40,1
393,17,17,18,12,9,19,6,0,50,48,1
394,21,14,17,15,10,11,3,3,51,43,1
395,8,12,10,18,19,16,0,6,37,52,2
396,17,20,9,13,25,11,3,3,54,47,1
397,15,15,12,22,9,8,3,3,39,48,2
398,7,20,20,14,19,12,0,6,46,52,2
399,18,16,11,16,21,19,0,6,50,57,2
400,18,15,9,9,12,16,3,3,42,43,2
401,14,9,26,16,19,10,6,0,65,35,1
402,19,11,12,8,22,18,0,6,53,43,1
403,18,14,23,12,13,14,0,6,54,46,1
404,23,13,15,15,29,21,0,6,67,55,1
405,9,9,18,19,16,11,6,0,49,39,1
406,16,12,16,16,18,17,3,3,53,48,1
407,24,13,20,15,25,9,0,6,69,43,1
408,22,16,16,8,17,17,3,3,58,44,1
409,9,13,17,20,12,8,0,6,38,47,2
410,15,13,15,18,22,14,3,3,55,48,1
411,9,17,23,11,15,21,6,0,53,49,1
412,23,13,16,11,12,19,3,3,54,46,1
413,10,6,20,19,15,9,0,6,45,40,1
414,9,14,14,17,20,15,3,3,46,49,2
415,19,18,22,11,13,21,3,3,57,53,1
416,10,12,24,13,14,7,0,6,48,38,1
417,10,16,18,17,14,13,6,0,48,46,1
418,17,13,16,11,13,15,3,3,49,42,1
419,18,30,22,15,12,16,6,0,58,61,2
420,12,12,25,15,18,16,6,0,61,43,1
421,15,13,9,21,15,17,6,0,45,51,2
422,15,17,9,23,14,14,3,3,41,57,2
423,19,7,18,13,21,13,0,6,58,39,1
424,23,12,7,14,18,11,3,3,51,40,1
425,30,13,16,15,18,19,3,3,67,50,1
426,24,9,13,17,15,14,0,6,52,46,1
427,14,10,21,14,22,17,3,3,60,44,1
428,15,19,12,17,20,17,0,6,47,59,2
429,12,20,20,12,12,20,0,6,44,58,2
430,23,12,13,12,19,12,6,0,61,36,1
431,17,14,21,18,20,18,0,6,58,56,1
432,14,17,15,15,20,13,6,0,55,45,1
433,14,12,24,12,12,14,0,6,50,44,1
434,19,16,10,12,22,16,3,3,54,47,1
435,20,23,21,9,16,6,0,6,57,44,1
436,15,20,17,10,11,14,6,0,49,44,1
437,20,14,12,16,14,27,3,3,49,60,2
438,16,10,12,11,8,26,3,3,39,50,2
439,23,14,8,10,24,9,3,3,58,36,1
440,17,12,19,12,9,20,3,3,48,47,1
441,17,9,23,9,12,16,0,6,52,40,1
442,20,15,13,8,19,12,0,6,52,41,1
443,8,12,14,10,13,18,6,0,41,40,1
444,9,11,14,18,11,17,0,6,34,52,2
445,25,15,21,11,10,10,6,0,62,36,1
446,22,25,18,10,7,15,6,0,53,50,1
447,17,10,15,20,15,19,3,3,50,52,2
448,11,13,9,16,21,12,3,3,44,44,0
449,19,17,16,11,11,13,6,0,52,41,1
450,17,15,14,12,23,16,3,3,57,46,1
451,21,9,16,15,19,10,3,3,59,37,1
452,18,13,13,14,28,9,3,3,62,39,1
453,15,12,17,15,19,28,6,0,57,55,1
454,17,11,7,7,14,18,3,3,41,39,1
455,13,18,15,9,26,11,3,3,57,41,1
456,11,11,18,12,30,11,0,6,59,40,1
457,13,16,25,20,8,18,6,0,52,54,2
458,17,11,17,12,22,12,0,6,56,41,1
459,17,19,16,15,20,19,3,3,56,56,0
460,12,11,21,12,15,13,0,6,48,42,1
461,18,16,17,16,17,19,3,3,55,54,1
462,11,12,19,15,11,15,6,0,47,42,1
463,14,22,23,16,18,17,6,0,61,55,1
464,15,11,22,6,16,15,0,6,53,38,1
465,16,10,12,12,26,11,0,6,54,39,1
466,21,12,12,25,20,10,0,6,53,53,0
467,20,13,20,16,11,25,6,0,57,54,1
468,17,12,12,11,19,29,6,0,54,52,1
469,10,18,21,19,23,18,0,6,54,61,2
470,14,14,14,10,18,16,0,6,46,46,0
471,12,8,12,12,25,12,0,6,49,38,1
472,19,15,17,19,17,16,3,3,56,53,1
473,12,18,16,22,15,15,6,0,49,55,2
474,11,12,11,10,29,22,3,3,54,47,1
475,26,14,10,20,7,10,3,3,46,47,2
476,13,11,16,12,13,12,6,0,48,35,1
477,17,14,15,8,27,15,6,0,65,37,1
478,13,21,19,10,18,15,3,3,53,49,1
479,23,11,24,18,18,17,0,6,65,52,1
480,16,15,21,16,24,9,0,6,61,46,1
481,17,12,12,23,23,11,6,0,58,46,1
482,20,18,12,14,14,16,0,6,46,54,2
483,21,8,13,16,18,16,3,3,55,43,1
484,7,9,21,21,12,10,3,3,43,43,0
485,18,12,22,9,14,11,6,0,60,32,1
486,9,9,13,20,18,14,3,3,43,46,2
487,15,24,18,18,21,18,0,6,54,66,2
488,13,12,17,17,15,15,6,0,51,44,1
489,28,10,18,10,17,13,3,3,66,36,1
490,17,14,19,11,10,7,0,6,46,38,1
491,15,16,28,12,19,11,3,3,65,42,1
492,18,17,16,19,13,12,6,0,53,48,1
493,22,19,9,10,15,11,0,6,46,46,0
494,21,15,21,13,19,20,6,0,67,48,1
495,22,21,10,8,18,8,3,3,53,40,1
496,13,18,8,13,19,9,3,3,43,43,0
497,20,10,21,18,12,23,3,3,56,54,1
498,18,8,24,10,11,21,6,0,59,39,1
499,18,14,16,13,9,10,6,0,49,37,1
500,23,16,15,19,15,13,3,3,56,51,1
501,25,10,7,9,11,16,6,0,49,35,1
502,19,6,21,22,14,12,0,6,54,46,1
503,18,18,17,14,12,19,3,3,50,54,2
504,15,14,12,15,15,20,6,0,48,49,2
505,23,9,19,17,6,12,0,6,48,44,1
506,10,28,27,14,27,12,0,6,64,60,1
507,6,11,30,17,22,7,0,6,58,41,1
508,14,15,19,12,23,26,3,3,59,56,1
509,10,15,20,14,13,13,6,0,49,42,1
510,17,11,20,18,15,16,0,6,52,51,1
511,16,25,11,9,25,19,6,0,58,53,1
512,21,12,18,17,11,24,6,0,56,53,1
513,23,12,11,15,23,19,3,3,60,49,1
514,18,10,17,16,16,24,0,6,51,56,2
515,14,20,18,14,19,16,6,0,57,50,1
516,23,19,15,14,17,9,3,3,58,45,1
517,14,11,13,18,12,19,0,6,39,54,2
518,21,13,14,15,17,16,0,6,52,50,1
519,22,12,12,15,15,17,0,6,49,50,2
520,16,9,14,14,21,14,0,6,51,43,1
521,9,12,12,21,13,14,6,0,40,47,2
522,21,19,9,6,22,11,0,6,52,42,1
523,15,22,10,16,16,20,0,6,41,64,2
524,18,12,22,8,17,15,3,3,60,38,1
525,13,12,18,7,11,19,6,0,48,38,1
526,12,8,12,9,15,21,6,0,45,38,1
527,20,14,32,11,10,13,3,3,65,41,1
528,14,17,21,9,19,14,6,0,60,40,1
529,17,9,30,12,18,19,3,3,68,43,1
530,21,11,16,16,15,14,0,6,52,47,1
531,15,9,16,6,7,21,6,0,44,36,1
532,22,11,22,13,18,17,6,0,68,41,1
533,13,14,15,18,21,12,0,6,49,50,2
534,5,11,20,21,17,16,6,0,48,48,0
535,15,17,13,17,18,7,0,6,46,47,2
536,23,11,15,12,25,21,0,6,63,50,1
537,24,10,23,14,25,15,0,6,72,45,1
538,15,16,24,14,19,22,3,3,61,55,1
539,15,12,17,14,22,16,3,3,57,45,1
540,19,14,21,13,18,19,0,6,58,52,1
541,17,17,14,9,19,15,6,0,56,41,1
542,22,16,16,18,17,16,6,0,61,50,1
543,19,13,25,7,21,17,3,3,68,40,1
544,21,14,17,14,18,6,0,6,56,40,1
545,12,29,15,9,12,16,6,0,45,54,2
546,20,18,11,13,6,10,3,3,40,44,2
547,13,17,10,8,15,13,0,6,38,44,2
548,11,19,18,12,22,12,6,0,57,43,1
549,12,14,22,15,16,13,6,0,56,42,1
550,15,14,9,15,17,22,0,6,41,57,2
551,10,19,15,18,15,29,6,0,46,66,2
552,17,10,20,23,19,10,3,3,59,46,1
553,15,22,26,14,23,10,6,0,70,46,1
554,8,9,19,15,24,15,3,3,54,42,1
555,21,23,8,22,14,19,0,6,43,70,2
556,8,5,25,9,20,15,3,3,56,32,1
557,9,9,26,17,15,24,3,3,53,53,0
558,26,14,17,13,33,16,0,6,76,49,1
559,19,8,6,7,14,11,6,0,45,26,1
560,16,16,12,21,17,13,6,0,51,50,1
561,15,10,13,23,7,19,0,6,35,58,2
562,24,20,16,12,12,13,6,0,58,45,1
563,20,12,19,14,17,16,0,6,56,48,1
564,12,12,20,21,18,15,6,0,56,48,1
565,19,10,16,14,16,18,0,6,51,48,1
566,17,15,19,15,11,17,3,3,50,50,0
567,17,17,9,17,16,7,3,3,45,44,1
568,10,13,16,16,16,11,3,3,45,43,1
569,20,10,23,20,21,14,3,3,67,47,1
570,9,7,9,12,12,14,6,0,36,33,1
571,15,11,25,15,15,18,6,0,61,44,1
572,21,16,13,12,9,21,6,0,49,49,0
573,27,14,15,14,15,12,0,6,57,46,1
574,11,7,22,17,20,16,3,3,56,43,1
575,16,16,19,21,23,12,3,3,61,52,1
576,17,15,15,10,12,19,6,0,50,44,1
577,26,13,15,17,9,12,0,6,50,48,1
