place,date,verification_status,emulator,platform,region,realtime
309,2017-11-20,verified,False,v06dk3e4,o316x197,5217
310,2020-03-17,verified,False,v06dk3e4,pr184lqn,5218
311,2016-01-30,verified,False,v06dk3e4,pr184lqn,5222
312,2015-02-04,verified,False,v06dk3e4,pr184lqn,5228
313,2016-04-07,verified,False,4p9z06rn,o316x197,5230
314,2016-07-17,verified,False,v06dk3e4,pr184lqn,5233
315,2015-05-21,verified,False,v06dk3e4,pr184lqn,5234
316,2020-08-13,verified,False,v06dk3e4,,5239
317,2021-02-23,verified,False,v06dk3e4,pr184lqn,5244
318,2021-05-18,verified,False,v06dk3e4,pr184lqn,5249
319,2020-04-07,verified,False,v06dk3e4,pr184lqn,5250
320,2021-01-18,verified,False,v06dk3e4,pr184lqn,5251
321,2017-07-04,verified,False,4p9z06rn,pr184lqn,5258
322,2014-02-22,verified,False,v06dk3e4,o316x197,5261
323,2015-02-15,verified,False,v06dk3e4,pr184lqn,5262
323,2015-08-17,verified,False,v06dk3e4,e6lxy1dz,5262
325,2015-12-13,verified,False,v06dk3e4,pr184lqn,5263
326,2018-07-19,verified,False,v06dk3e4,pr184lqn,5266
327,2014-09-04,verified,False,v06dk3e4,pr184lqn,5268
328,2015-02-20,verified,False,v06dk3e4,e6lxy1dz,5269
328,2020-04-24,verified,False,v06dk3e4,e6lxy1dz,5269
330,2020-01-24,verified,False,v06dk3e4,pr184lqn,5274
331,2018-02-24,verified,False,v06dk3e4,o316x197,5276
332,2014-08-06,verified,False,v06dk3e4,o316x197,5277
333,2014-05-01,verified,False,v06dk3e4,e6lxy1dz,5279
334,2016-02-11,verified,False,v06dk3e4,pr184lqn,5283
335,2020-03-08,verified,False,v06dk3e4,o316x197,5284
336,2021-06-19,verified,False,v06dk3e4,pr184lqn,5290
337,2021-06-17,verified,False,v06dk3e4,pr184lqn,5295
338,2014-11-18,verified,False,v06dk3e4,e6lxy1dz,5296
339,2015-01-16,verified,False,v06dk3e4,o316x197,5304
340,2019-06-27,verified,False,v06dk3e4,pr184lqn,5307
341,2016-02-05,verified,False,v06dk3e4,o316x197,5308
341,2016-02-07,verified,False,v06dk3e4,e6lxy1dz,5308
341,2016-11-22,verified,False,v06dk3e4,pr184lqn,5308
341,2017-09-17,verified,False,v06dk3e4,o316x197,5308
345,2014-11-02,verified,False,v06dk3e4,e6lxy1dz,5312
346,2015-04-19,verified,False,v06dk3e4,pr184lqn,5316
346,2016-05-23,verified,False,4p9z06rn,o316x197,5316
348,2014-09-01,verified,False,v06dk3e4,e6lxy1dz,5320
348,2021-03-20,verified,False,v06dk3e4,e6lxy1dz,5320
350,2014-09-05,verified,False,v06dk3e4,e6lxy1dz,5323
351,2014-08-04,verified,False,v06dk3e4,pr184lqn,5325
352,2021-06-24,verified,False,v06dk3e4,o316x197,5326
353,2015-05-24,verified,False,v06dk3e4,pr184lqn,5327
353,2018-07-27,verified,False,v06dk3e4,e6lxy1dz,5327
355,2021-01-17,verified,False,v06dk3e4,o316x197,5328
356,2016-02-29,verified,False,v06dk3e4,pr184lqn,5330
357,2015-02-20,verified,False,v06dk3e4,pr184lqn,5334
357,2017-03-09,verified,False,v06dk3e4,o316x197,5334
359,2015-07-24,verified,False,v06dk3e4,e6lxy1dz,5336
