"","Anime_Name","Start_Month","Start_Year","End_Month","End_Year","Anime_Rating","Anime_Type","Number_Episodes"
"4310","Senki Zesshou Symphogear G: Senki Zesshou Shinai Symphogear","Feb",2014,"Mar",2014,6.84,"Special ",2
"4311","Shin Tenchi Muyou! Specials","Jan",1997,"Sep",1997,6.84,"Special ",6
"4312","Shinkyoku Soukai Polyphonica","Apr",2007,"Jun",2007,6.84,"TV ",12
"4313","Strait Jacket","Nov",2007,"Apr",2008,6.84,"OVA ",3
"4314","Stratos 4 Advance","Mar",2005,"Jan",2006,6.84,"OVA ",6
"4315","Sunohara-sou no Kanrinin-san","Jul",2018,"Sep",2018,6.84,"TV ",12
"4316","Tenpou Ibun: Ayakashi Ayashi - Ayashi Shinkyoku","Aug",2007,"Oct",2007,6.84,"Special ",5
"4317","UFO Princess Valkyrie 4: Toki to Yume to Ginga no Utage","Jul",2006,"Oct",2006,6.84,"OVA ",2
"4318","Urusei Yatsura Movie 6: Itsudatte My Darling","Aug",1991,"Aug",1991,6.84,"Movie ",1
"4319","Watashi, Nouryoku wa Heikinchi de tte Itta yo ne!","Oct",2019,"Dec",2019,6.84,"TV ",12
"4320","Wellber no Monogatari: Sisters of Wellber Zwei","Jan",2008,"Mar",2008,6.84,"TV ",13
"4321","Wo Jia Da Shixiong Shi Ge Fanpai","Oct",2020,"Jan",2021,6.84,"ONA ",13
"4322","X OVA","Aug",2001,"Aug",2001,6.84,"OVA ",1
"4323","You Yao","Jul",2020,"Sep",2020,6.84,"ONA ",12
"4324","Yu☆Gi☆Oh! Zexal Second","Oct",2012,"Mar",2014,6.84,"TV ",73
"4325","Ninja Hattori-kun","Sep",1981,"Dec",1987,6.83,"TV ",694
"4326","Nisekoimonogatari","Apr",2015,"Apr",2015,6.83,"ONA ",1
"4327","Ro-Kyu-Bu!","Jul",2011,"Sep",2011,6.83,"TV ",12
"4328","Shin Koihime†Musou","Oct",2009,"Dec",2009,6.83,"TV ",12
"4329","Sonic★the★Hedgehog","Jan",1996,"Jan",1996,6.83,"OVA ",2
"4330","Super Robot Taisen OG: Divine Wars","Oct",2006,"Mar",2007,6.83,"TV ",25
"4331","Tenkuu Shinpan","Feb",2021,"Feb",2021,6.83,"ONA ",12
"4332","Tytania","Oct",2008,"Mar",2009,6.83,"TV ",26
"4333","Vassalord.","Mar",2013,"Mar",2013,6.83,"OVA ",1
"4334","VS Knight Lamune & 40 Fire","Apr",1996,"Sep",1996,6.83,"TV ",26
"4335","White Album 2nd Season","Oct",2009,"Dec",2009,6.83,"TV ",13
"4336","Yozakura Quartet","Oct",2008,"Dec",2008,6.83,"TV ",12
"4337","Animal Yokochou","Oct",2005,"Sep",2006,6.83,"TV ",51
"4338","Dragon Quest: Your Story","Aug",2019,"Aug",2019,6.83,"Movie ",1
"4339","Ginga Tetsudou Monogatari: Eien e no Bunkiten","Oct",2006,"Mar",2007,6.83,"TV ",24
"4340","Happy☆Lesson: Advance","Jul",2003,"Sep",2003,6.83,"TV ",13
"4341","Heroman","Apr",2010,"Sep",2010,6.83,"TV ",26
"4342","Hyakujuu-Ou GoLion","Mar",1981,"Feb",1982,6.83,"TV ",52
"4343","Ikebukuro West Gate Park","Oct",2020,"Dec",2020,6.83,"TV ",12
"4344","Innocent Venus","Jul",2006,"Oct",2006,6.83,"TV ",12
"4345","Kamisama ni Natta Hi","Oct",2020,"Dec",2020,6.83,"TV ",12
"4346","King of Prism: Pride the Hero","Jun",2017,"Jun",2017,6.83,"Movie ",1
"4347","Kobato.: Hajimete no Kobato.","Jan",2010,"Mar",2012,6.83,"Special ",8
"4348","Kogepan","Nov",2001,"Nov",2001,6.83,"TV ",10
"4349","Koko wa Green Wood","Nov",1991,"Mar",1993,6.83,"OVA ",6
"4350","Koukaku Kidoutai Nyuumon Arise","Jan",2014,"Jul",2014,6.83,"TV ",26
"4351","Kure-nai OVA","Jul",2010,"Dec",2010,6.83,"OVA ",2
"4352","Kyoukai no Kanata: Mini Gekijou","Jan",2014,"Jul",2014,6.83,"Special ",7
"4353","Lamune","Oct",2005,"Dec",2005,6.83,"TV ",12
"4354","Ling Yu 2nd Season","Feb",2016,"Apr",2016,6.83,"ONA ",10
"4355","Metal Fight Beyblade 4D","Apr",2011,"Apr",2012,6.83,"TV ",52
"4356","1000-nen Joou: Queen Millennia","Mar",1982,"Mar",1982,6.82,"Movie ",1
"4357","Akkun to Kanojo","Apr",2018,"Sep",2018,6.82,"TV ",25
"4358","Anime 80-nichikan Sekai Isshuu","Jan",1984,"Jul",1984,6.82,"TV ",26
"4359","Bem Movie: Become Human","Oct",2020,"Oct",2020,6.82,"Movie ",1
"4360","Binan Koukou Chikyuu Boueibu LOVE! LOVE! LOVE!","Aug",2017,"Aug",2017,6.82,"OVA ",1
"4361","Black Lagoon Omake","Dec",2009,"Mar",2010,6.82,"Special ",7
"4362","Blade of the Immortal","Jul",2008,"Dec",2008,6.82,"TV ",13
"4363","Bubuki Buranki: Hoshi no Kyojin","Oct",2016,"Dec",2016,6.82,"TV ",12
"4364","Buzzer Beater 2nd Season","Jul",2007,"Sep",2007,6.82,"TV ",13
"4365","Cardfight!! Vanguard: Asia Circuit-hen","Apr",2012,"Jan",2013,6.82,"TV ",39
"4366","CB Chara Go Nagai World","Feb",1991,"Jun",1991,6.82,"OVA ",3
"4367","Chikyuu Shoujo Arjuna","Jan",2001,"Mar",2001,6.82,"TV ",13
"4368","Corrector Yui","Apr",1999,"Oct",2000,6.82,"TV ",52
"4369","Dragon Ball Movie 1: Shen Long no Densetsu","Dec",1986,"Dec",1986,6.82,"Movie ",1
"4370","Dragon Ball Z Movie 06: Gekitotsu!! 100-oku Power no Senshi-tachi","Mar",1992,"Mar",1992,6.82,"Movie ",1
"4371","El Hazard: The Alternative World","Jan",1998,"Mar",1998,6.82,"TV ",13
"4372","Ganbare! Kickers","Oct",1986,"Mar",1987,6.82,"TV ",23
"4373","Happy☆Lesson: The Final","May",2004,"Oct",2004,6.82,"OVA ",3
"4374","Idol Densetsu Eriko","Apr",1989,"Mar",1990,6.82,"TV ",51
"4375","Isshuukan Friends.: Tomodachi to no Omoide","Oct",2014,"Oct",2014,6.82,"Special ",1
"4376","Kaguya-hime",NA,1961,NA,1961,6.82,"Movie ",1
"4377","Kekkai Sensen: Soresaemo Saitei de Saikou na Hibi","Jun",2015,"Jun",2015,6.82,"Special ",1
"4378","Kingyo Chuuihou!","Jan",1991,"Feb",1992,6.82,"TV ",54
"4379","Lupin III: Goodbye Partner","Jan",2019,"Jan",2019,6.82,"Special ",1
"4380","Lupin III: Touhou Kenbunroku - Another Page","Nov",2012,"Nov",2012,6.82,"Special ",1
"4381","Mazinger Z Movie: Infinity","Jan",2018,"Jan",2018,6.82,"Movie ",1
"4382","Munto","Mar",2003,"Mar",2003,6.82,"OVA ",1
"4383","Naruto: The Cross Roads","Oct",2009,"Oct",2009,6.82,"Special ",1
"4384","Noblesse","Oct",2020,"Dec",2020,6.82,"TV ",13
"4385","Ookami Shoujo to Kuro Ouji Recap","Dec",2014,"Dec",2014,6.82,"Special ",1
"4386","Ore no Imouto ga Konnani Kawaii Wake ga Nai: SD Chara ni Yoru Character Commentary","Dec",2010,"Jul",2011,6.82,"Special ",16
"4387","Overlord: Ple Ple Pleiades 3","Jul",2018,"Oct",2018,6.82,"ONA ",13
"4388","Peter Pan no Bouken","Jan",1989,"Dec",1989,6.82,"TV ",41
"4389","Pokemon Sun & Moon","Nov",2016,"Nov",2019,6.82,"TV ",146
"4390","Pupipo!","Dec",2013,"Mar",2014,6.82,"TV ",15
"4391","ReLIFE: Kanketsu-hen Specials","Mar",2018,"Mar",2018,6.82,"Special ",2
"4392","Rosario to Vampire","Jan",2008,"Mar",2008,6.82,"TV ",13
"4393","s.CRY.ed Alteration II: Quan","Mar",2012,"Mar",2012,6.82,"Movie ",1
"4394","Saint Seiya: Jashin Eris","Jul",1987,"Jul",1987,6.82,"Movie ",1
"4395","Sakamoto Desu ga? Special","Sep",2016,"Sep",2016,6.82,"Special ",1
"4396","Shinmai Maou no Testament Burst Specials","Dec",2015,"Apr",2016,6.82,"Special ",5
"4397","Soul Eater: Late Night Show","Apr",2008,"Mar",2009,6.82,"Special ",51
"4398","Star Beat!: Hoshi no Kodou","Aug",2016,"Aug",2016,6.82,"Music ",1
"4399","Tatsu no Ko Tarou","Mar",1979,"Mar",1979,6.82,"Movie ",1
"4400","Toji no Miko","Jan",2018,"Jun",2018,6.82,"TV ",24
"4401","Yama no Susume","Jan",2013,"Mar",2013,6.82,"TV ",12
"4402","Youkai Watch Movie 4: Shadow Side - Oni-ou no Fukkatsu","Dec",2017,"Dec",2017,6.82,"Movie ",1
"4403","Yuu☆Yuu☆Hakusho (Movie)","Jul",1993,"Jul",1993,6.82,"Movie ",1
"4404","Yuusha ni Narenakatta Ore wa Shibushibu Shuushoku wo Ketsui Shimashita. OVA","Mar",2014,"Mar",2014,6.82,"OVA ",1
"4405","Netoge no Yome wa Onnanoko ja Nai to Omotta?","Apr",2016,"Jun",2016,6.81,"TV ",12
"4406","Nourin","Jan",2014,"Mar",2014,6.81,"TV ",12
"4407","One Punch Man 2nd Season Commemorative Special","Apr",2019,"Apr",2019,6.81,"Special ",1
"4408","Pokemon Movie 09: Pokemon Ranger to Umi no Ouji Manaphy","Jul",2006,"Jul",2006,6.81,"Movie ",1
"4409","Pokemon: Pikachu no Natsuyasumi","Jul",1998,"Jul",1998,6.81,"Movie ",1
"4410","Sekai Meisaku Douwa: Mori wa Ikiteiru","Mar",1980,"Mar",1980,6.81,"Movie ",1
"4411","Sumeba Miyako no Cosmos-sou Suttoko Taisen Dokkoida","Jul",2003,"Sep",2003,6.81,"TV ",12
"4412","Sword Art Online: Alicization - War of Underworld Recap","Jul",2020,"Jul",2020,6.81,"Special ",1
"4413","Tales of Phantasia The Animation","Nov",2004,"Feb",2006,6.81,"OVA ",4
"4414","Tenchi Muyou!: Galaxy Police Mihoshi Space Adventure","Mar",1994,"Mar",1994,6.81,"OVA ",1
"4415","Toaru Kagaku no Railgun: Entenka no Satsuei Model mo Raku Ja Arimasen wa ne.","Jul",2010,"Jul",2010,6.81,"OVA ",1
"4416","Touken Ranbu: Hanamaru","Oct",2016,"Dec",2016,6.81,"TV ",12
"4417","Witch Craft Works: Takamiya-kun to Imouto no Warudakumi","Jan",2015,"Jan",2015,6.81,"OVA ",1
"4418","YAT Anshin! Uchuu Ryokou 2","Apr",1998,"Oct",1998,6.81,"TV ",25
"4419","22-Jul","Jan",2020,"Mar",2020,6.81,"TV ",12
"4420","Ace wo Nerae! (1979)","Sep",1979,"Sep",1979,6.81,"Movie ",1
"4421","Baka to Test to Shoukanjuu: Matsuri - Sentaku ni Yotte Tenkai ga Kawaru ""LIPS Eizou""","Aug",2010,"Aug",2010,6.81,"ONA ",1
"4422","Bakuretsu Tenshi","Apr",2004,"Sep",2004,6.81,"TV ",24
"4423","Beatless Final Stage","Sep",2018,"Sep",2018,6.81,"TV ",4
"4424","Busou Shoujo Machiavellianism: Doki! ""Goken-darake"" no Ian Ryokou","Nov",2017,"Nov",2017,6.81,"OVA ",1
"4425","Captain Tsubasa: Sekai Daikessen!! Jr. World Cup","Jul",1986,"Jul",1986,6.81,"Movie ",1
"4426","Children Record","Aug",2012,"Aug",2012,6.81,"Music ",2
"4427","Clover","Aug",1999,"Aug",1999,6.81,"Music ",1
"4428","Crayon Shin-chan Movie 19: Arashi wo Yobu Ougon no Spy Daisakusen","Apr",2011,"Apr",2011,6.81,"Movie ",1
"4429","Crusher Joe","Mar",1983,"Mar",1983,6.81,"Movie ",1
"4430","Free!: Take Your Marks: Character Butai Aisatsu","Oct",2017,"Oct",2017,6.81,"Movie ",4
"4431","Ginga Tetsudou 999: Eien no Tabibito Emeraldas","Apr",1980,"Apr",1980,6.81,"Special ",1
"4432","Hidan no Aria: Butei ga Kitarite Onsen Kenshuu","Dec",2011,"Dec",2011,6.81,"Special ",1
"4433","Hyakka Ryouran: Samurai Girls","Sep",2010,"Dec",2010,6.81,"TV ",12
"4434","Juuni Senshi Bakuretsu Eto Ranger","Apr",1995,"Jan",1996,6.81,"TV ",39
"4435","Kashimashi: Girl Meets Girl - Shoujo wa Shoujo ni Koi wo Shita","Oct",2006,"Oct",2006,6.81,"OVA ",1
"4436","Majutsushi Orphen: Revenge","Oct",1999,"Mar",2000,6.81,"TV ",23
"4437","Masamune-kun no Revenge","Jan",2017,"Mar",2017,6.81,"TV ",12
"4438","Mermaid's Scar","Sep",1993,"Sep",1993,6.81,"OVA ",1
"4439","Mijikamon","Jul",2014,"Sep",2014,6.81,"ONA ",12
"4440","Monster Farm: Enbanseki no Himitsu","Apr",1999,"Mar",2000,6.81,"TV ",48
"4441","Anne no Nikki","Aug",1995,"Aug",1995,6.8,"Movie ",1
"4442","Babylon","Oct",2019,"Jan",2020,6.8,"TV ",12
"4443","Brave Witches","Oct",2016,"Dec",2016,6.8,"TV ",12
"4444","Candy Boy Episode: EX02 - Shiawase Kyouyuu Riron","Jun",2009,"Jun",2009,6.8,"Special ",1
"4445","Devils Line","Apr",2018,"Jun",2018,6.8,"TV ",12
"4446","Dragon Ball Z Movie 10: Kiken na Futari! Super Senshi wa Nemurenai","Mar",1994,"Mar",1994,6.8,"Movie ",1
"4447","Fireball Charming","Apr",2011,"Jun",2011,6.8,"TV ",13
"4448","Freezing Vibration","Oct",2013,"Dec",2013,6.8,"TV ",12
"4449","Gaikotsu Shotenin Honda-san OVA","Feb",2019,"Feb",2019,6.8,"OVA ",1
"4450","Gegege no Kitarou (1968)","Jan",1968,"Mar",1969,6.8,"TV ",65
"4451","Grappler Baki","Aug",1994,"Aug",1994,6.8,"OVA ",1
"4452","Han Hua Ri Ji","Jul",2019,"Sep",2019,6.8,"ONA ",12
"4453","Hua Jianghu Zhi Ling Zhu","Oct",2015,"Jul",2016,6.8,"ONA ",41
"4454","I My Me! Strawberry Eggs","Jul",2001,"Sep",2001,6.8,"TV ",13
"4455","Ikkitousen: Dragon Destiny","Feb",2007,"May",2007,6.8,"TV ",12
"4456","Isshuukan Friends. Specials","Jun",2014,"Nov",2014,6.8,"Special ",12
"4457","Kodomo no Jikan (TV)","Oct",2007,"Dec",2007,6.8,"TV ",12
"4458","Koufuku Graffiti","Jan",2015,"Mar",2015,6.8,"TV ",12
"4459","Kumo no You ni Kaze no You ni","Mar",1990,"Mar",1990,6.8,"Movie ",1
"4460","Macross 7 Plus","Jan",1995,"Jan",1996,6.8,"Special ",11
"4461","Magia Record: Mahou Shoujo Madoka☆Magica Gaiden (TV)","Jan",2020,"Mar",2020,6.8,"TV ",13
"4462","Mahoujin Guru Guru Movie","Apr",1996,"Apr",1996,6.8,"Movie ",1
"4463","Megazone 23","Mar",1985,"Dec",1989,6.8,"OVA ",4
"4464","Metal Fight Beyblade: Baku","Apr",2010,"Mar",2011,6.8,"TV ",51
"4465","Micchiri Neko","Jan",2018,"Mar",2018,6.8,"TV ",39
"4466","Mizu no Kotoba","Oct",2002,"Oct",2002,6.8,"Special ",1
"4467","Onegai My Melody Sukkiri♪","Apr",2007,"Mar",2008,6.8,"TV ",52
"4468","Pokemon Omega Ruby & Alpha Sapphire: Mega Special Animation","Nov",2014,"Nov",2014,6.8,"ONA ",1
"4469","Pokemon: Pikachu to Eievui Friends","Jul",2013,"Jul",2013,6.8,"Movie ",1
"4470","Prayer X","Aug",2018,"Aug",2018,6.8,"Music ",1
"4471","Recorder to Randoseru","Jul",2012,"Jul",2012,6.8,"OVA ",2
"4472","Rinne no Lagrange: Kamogawa Days","Jun",2012,"Jun",2012,6.8,"OVA ",1
"4473","Saikyou Bushouden: Sangoku Engi","Apr",2010,"Mar",2011,6.8,"TV ",52
"4474","Saint Seiya: Saishuu Seisen no Senshi-tachi","Mar",1989,"Mar",1989,6.8,"Movie ",1
"4475","Seikaisuru Kado","Apr",2017,"Jun",2017,6.8,"TV ",12
"4476","Seireitsukai no Blade Dance","Jul",2014,"Sep",2014,6.8,"TV ",12
"4477","Silent Möbius","Jan",1998,"Apr",1998,6.8,"TV ",26
"4478","Tantei Opera Milky Holmes: Arsene Karei naru Yokubou","Dec",2017,"Dec",2017,6.8,"Special ",1
"4479","Tari Tari: Kumottari, Kagayaitari, Mata Itsuka Utattari","Dec",2014,"Dec",2014,6.8,"Special ",1
"4480","Toaru Kagaku no Railgun S: Daiji na Koto wa Zenbu Sentou ni Osowatta","Mar",2014,"Mar",2014,6.8,"OVA ",1
"4481","Tokimeki Runners","Nov",2018,"Nov",2018,6.8,"Music ",1
"4482","Youkai Watch Movie 2: Enma Daiou to Itsutsu no Monogatari da Nyan!","Dec",2015,"Dec",2015,6.8,"Movie ",1
"4483","Yu☆Gi☆Oh! The Dark Side of Dimensions Special: Eien no Rival - Yuugi to Kaiba!","Apr",2016,"Apr",2016,6.8,"Special ",1
"4484","Nakanohito Genome [Jikkyouchuu]: Knots of Memories","Feb",2020,"Feb",2020,6.79,"OVA ",1
"4485","Net Ghost Pipopa","Apr",2008,"Mar",2009,6.79,"TV ",51
"4486","Nijiiro Days OVA","Sep",2016,"Sep",2016,6.79,"OVA ",1
"4487","Ore ga Ojousama Gakkou ni ""Shomin Sample"" Toshite Gets♥Sareta Ken","Oct",2015,"Dec",2015,6.79,"TV ",12
"4488","Ougon Yuusha Goldran","Feb",1995,"Jan",1996,6.79,"TV ",48
"4489","Pygmalio","Nov",1990,"Sep",1991,6.79,"TV ",39
"4490","Rurouni Kenshin: Review Special","Mar",1997,"Mar",1997,6.79,"Special ",1
"4491","Senjou no Valkyria: SenVal Theater","Aug",2009,"Apr",2010,6.79,"Special ",9
"4492","Shinmai Maou no Testament Burst: Toujou Basara no Shigoku Heiwa na Nichijou","Jan",2016,"Jan",2016,6.79,"OVA ",1
"4493","Vampire Knight: Gekiai no Portrait","Nov",2008,"Nov",2008,6.79,"Special ",1
"4494","Vandread: Taidou-hen","Jan",2001,"Jan",2001,6.79,"OVA ",1
"4495","Zettai Karen Children: Gentei Kaikin!! OVA Chou Sakidori Special!!","Apr",2010,"Apr",2010,6.79,"OVA ",1
"4496","3D Kanojo: Real Girl","Apr",2018,"Jun",2018,6.79,"TV ",12
"4497","Arcana Famiglia: Capriccio - stile Arcana Famiglia","Mar",2013,"Mar",2013,6.79,"OVA ",1
"4498","Argento Soma","Oct",2000,"Mar",2001,6.79,"TV ",25
"4499","Bakuretsu Tenshi: Infinity","Mar",2007,"Mar",2007,6.79,"OVA ",1
"4500","Brave 10","Jan",2012,"Mar",2012,6.79,"TV ",12
"4501","Chocotto Sister","Jul",2006,"Dec",2006,6.79,"TV ",24
"4502","Doujin Work","Jul",2007,"Sep",2007,6.79,"TV ",12
"4503","Fate/Grand Order: Shinsei Entaku Ryouiki Camelot 1 - Wandering; Agateram","Dec",2020,"Dec",2020,6.79,"Movie ",1
"4504","Fate/kaleid liner Prisma☆Illya Movie: Sekka no Chikai - Kuro Sakura no Heya","Jan",2018,"Jan",2018,6.79,"Special ",1
"4505","Free! Movie 1: Timeless Medley - Kizuna - Character Butai Aisatsu","Apr",2017,"Apr",2017,6.79,"Movie ",4
"4506","Garo: Honoo no Kokuin - Home","Sep",2015,"Sep",2015,6.79,"Special ",1
"4507","Gekitou! Crush Gear Turbo","Oct",2001,"Jan",2003,6.79,"TV ",68
"4508","Girls & Panzer Heartful Tank Disc: Fushou Akiyama Yukari no Sensha Kouza","Sep",2013,"Sep",2013,6.79,"Special ",2
"4509","Gundam Build Fighters Try: Island Wars","Aug",2016,"Aug",2016,6.79,"OVA ",1
"4510","Gunparade March: Arata Naru Kougunka","Feb",2003,"Apr",2003,6.79,"TV ",12
"4511","Hanaukyou Maid-tai: La Verite","Apr",2004,"Jun",2004,6.79,"TV ",12
"4512","Hitori no Shita: The Outcast 3rd Season","Apr",2020,"May",2020,6.79,"ONA ",8
"4513","Inazuma Eleven: Orion no Kokuin","Oct",2018,"Sep",2019,6.79,"TV ",49
"4514","Inazuma Eleven: Outer Code","Nov",2016,"Aug",2017,6.79,"ONA ",6
"4515","JoJo no Kimyou na Bouken Part 5: Ougon no Kaze Recaps","Jan",2019,"May",2019,6.79,"Special ",3
"4516","Koukou Butouden Crows","Jan",1994,"Jun",1994,6.79,"OVA ",2
"4517","Maburaho","Oct",2003,"Apr",2004,6.79,"TV ",24
"4518","Magical☆Star Kanon 100%","Jun",2013,"Jun",2013,6.79,"OVA ",1
"4519","Maple Town Monogatari","Jan",1986,"Jan",1987,6.79,"TV ",52
"4520","Mitsuami no Kamisama","Oct",2015,"Oct",2015,6.79,"Movie ",1
"4521","Mobile Suit Gundam: The 08th MS Team - Miller's Report","Aug",1998,"Aug",1998,6.79,"Movie ",1
"4522","Monster Strike The Movie: Hajimari no Basho e","Dec",2016,"Dec",2016,6.79,"Movie ",1
"4523","Musaigen no Phantom World: Mizutama no Kiseki","Oct",2016,"Oct",2016,6.79,"Special ",1
"4524","ACCA: 13-ku Kansatsu-ka Specials","Apr",2017,"Aug",2017,6.78,"Special ",6
"4525","Ai Yori Aoshi: Yumegatari","Apr",2002,"Apr",2002,6.78,"Special ",1
"4526","Ani*Kuri15","Jun",2007,"Jun",2007,6.78,"Special ",15
"4527","Argonavis from BanG Dream!","Apr",2020,"Jul",2020,6.78,"TV ",13
"4528","Asobi ni Iku yo!: Asobi ni Oide","Jun",2011,"Jun",2011,6.78,"OVA ",1
"4529","Code:Breaker","Oct",2012,"Dec",2012,6.78,"TV ",13
"4530","Crescent Rise","Jan",2020,"Jan",2020,6.78,"Music ",1
"4531","Dirty Pair: Bouryaku no 005-bin","Jan",1990,"Jan",1990,6.78,"OVA ",1
"4532","Dragon Ball Movie 2: Majinjou no Nemurihime","Jul",1987,"Jul",1987,6.78,"Movie ",1
"4533","Dragon Ball Z: Saiya-jin Zetsumetsu Keikaku","Jul",1993,"Jul",1993,6.78,"OVA ",2
"4534","Dwaeji-ui Wang","Nov",2011,"Nov",2011,6.78,"Movie ",1
"4535","Fate/kaleid liner Prisma☆Illya Specials","Sep",2013,"Jan",2014,6.78,"Special ",5
"4536","Futari wa Precure: Max Heart Movie 1","Apr",2005,"Apr",2005,6.78,"Movie ",1
"4537","Galaxy Angel Specials","Jan",2002,"Jan",2002,6.78,"Special ",2
"4538","Gate Keepers 21","Apr",2002,"Jan",2003,6.78,"OVA ",6
"4539","gdgd Fairies","Oct",2011,"Dec",2011,6.78,"TV ",12
"4540","Genki Bakuhatsu Ganbaruger","Apr",1992,"Feb",1993,6.78,"TV ",47
"4541","Golgo 13","May",1983,"May",1983,6.78,"Movie ",1
"4542","Gundam Build Fighters: Battlogue","Aug",2017,"Dec",2017,6.78,"ONA ",5
"4543","Hanasakeru Seishounen Recaps","Jun",2009,"Oct",2009,6.78,"Special ",3
"4544","Harukanaru Toki no Naka de 3: Kurenai no Tsuki","Dec",2007,"Dec",2007,6.78,"Special ",1
"4545","Hetalia World★Stars","Apr",2021,NA,NA,6.78,"ONA ",12
"4546","Hibike! Euphonium: Suisougaku-bu no Nichijou","Jun",2015,"Dec",2015,6.78,"Special ",7
"4547","Hitori no Shita: The Outcast","Jul",2016,"Sep",2016,6.78,"TV ",12
"4548","Honoo no Alpenrose: Judy & Randy","Apr",1985,"Apr",1986,6.78,"TV ",20
"4549","Hoshi no Kirby","Oct",2001,"Sep",2003,6.78,"TV ",100
"4550","Ikkitousen: Xtreme Xecutor","Mar",2010,"Jun",2010,6.78,"TV ",12
"4551","Imanara Maniau! Log Horizon","Nov",2013,"Nov",2013,6.78,"Special ",1
"4552","Itoshi no Muco","Oct",2015,"Mar",2016,6.78,"TV ",25
"4553","Kitakubu Katsudou Kiroku","Jul",2013,"Oct",2013,6.78,"TV ",12
"4554","Koneko no Chi: Ponponra Daibouken","Oct",2016,"Sep",2017,6.78,"TV ",51
"4555","Koukaku Kidoutai: Stand Alone Complex - The Laughing Man - Tachikoma na Hibi","Sep",2005,"Sep",2005,6.78,"Special ",1
"4556","Koutetsu Tenshi Kurumi","Oct",1999,"Apr",2000,6.78,"TV ",24
"4557","Mayonaka no Occult Koumuin: Fukurokouji to Ano Ko to Ore to","Nov",2019,"Nov",2019,6.78,"OVA ",1
"4558","Mini Sengoku Basara Two: Tsukiyo no Katakura-kun","Oct",2010,"Apr",2011,6.78,"Special ",7
"4559","Natsu-iro Kiseki: 15-kaime no Natsuyasumi","Aug",2012,"Aug",2012,6.78,"OVA ",1
"4560","Schwarzesmarken","Jan",2016,"Mar",2016,6.78,"TV ",12
"4561","Shinmai Maou no Testament","Jan",2015,"Mar",2015,6.78,"TV ",12
"4562","Super Robot Taisen OG: Divine Wars - Sorezore no Michi","Oct",2007,"Oct",2007,6.78,"Special ",1
"4563","Tansu Warashi.","Mar",2011,"Mar",2011,6.78,"Movie ",1
"4564","Teekyuu 3","Oct",2013,"Dec",2013,6.78,"TV ",12
"4565","Tengen Toppa Gurren Lagann: Ore no Gurren wa Pikka-Pika!!","Oct",2007,"Oct",2007,6.78,"OVA ",1
"4566","Totsuzen! Neko no Kuni Banipal Witt","Jun",1995,"Jun",1995,6.78,"Movie ",1
"4567","Touch: Sebangou no Nai Ace","Apr",1986,"Apr",1986,6.78,"Movie ",1
"4568","Urusei Yatsura Movie 4: Lum The Forever","Feb",1986,"Feb",1986,6.78,"Movie ",1
"4569","Venus Senki","Mar",1989,"Mar",1989,6.78,"Movie ",1
"4570","Working'!! Announcement Specials","Apr",2011,"Apr",2011,6.78,"ONA ",2
"4571","Yakusoku no Nanaya Matsuri","Aug",2018,"Aug",2018,6.78,"ONA ",1
"4572","Naruto Narutimate Hero 3: Tsuini Gekitotsu! Jounin vs. Genin!! Musabetsu Dairansen Taikai Kaisai!!","Dec",2005,"Dec",2005,6.77,"OVA ",1
"4573","Night Head Genesis","Jun",2006,"Dec",2006,6.77,"TV ",24
"4574","Okusama ga Seitokaichou!: Seitokaichou to Ofuro Asobi","Jan",2016,"Jan",2016,6.77,"OVA ",1
"4575","Princess Lover!","Jul",2009,"Sep",2009,6.77,"TV ",12
"4576","PriPara Movie: Mi~nna de Kagayake! Kirarin☆Star Live!","Mar",2017,"Mar",2017,6.77,"Movie ",1
"4577","Qin Shi Ming Yue: Ye Jin Tianming","Jul",2008,NA,NA,6.77,"TV ",18
"4578","Road to You","Oct",2017,"Oct",2019,6.77,"ONA ",3
"4579","Super Seisyun Brothers","Sep",2013,"Dec",2013,6.77,"TV ",14
"4580","TaoTao Ehonkan Sekai Doubutsu Banashi","Oct",1983,"Apr",1985,6.77,"TV ",52
"4581","Tayutama: Kiss on My Deity","Apr",2009,"Jun",2009,6.77,"TV ",12
"4582","To Heart 2 Adnext","Sep",2010,"Dec",2010,6.77,"OVA ",2
"4583","Wan Jie Shen Zhu 2nd Season","Feb",2020,"Jul",2020,6.77,"ONA ",48
"4584","Xiyouji zhi Dasheng Guilai","Jul",2015,"Jul",2015,6.77,"Movie ",1
"4585","Yoshinaga-sanchi no Gargoyle","Apr",2006,"Jun",2006,6.77,"TV ",13
"4586","Youjo Senki Movie: Manner Eizou","Feb",2019,"Feb",2019,6.77,"Movie ",1
"4587","3x3 Eyes","Jul",1991,"Mar",1992,6.77,"OVA ",4
"4588","Aoki Ryuusei SPT Layzner OVA","Aug",1986,"Oct",1986,6.77,"OVA ",3
"4589","Asu no Yoichi!","Jan",2009,"Mar",2009,6.77,"TV ",12
"4590","Baja no Studio: Baja no Mita Umi","Feb",2020,"Feb",2020,6.77,"OVA ",1
"4591","Bakusou Kyoudai Let's & Go","Jan",1996,"Dec",1996,6.77,"TV ",51
"4592","Black Jack: Sora kara Kita Kodomo","Mar",2000,"Mar",2000,6.77,"OVA ",1
"4593","Canvas 2: Niji-iro no Sketch","Oct",2005,"Mar",2006,6.77,"TV ",24
